"","month","acronym","media_count","media_threat"
"615",2018-09-01,"EEA",2,"no"
"616",2018-10-01,"EEA",2,"no"
"617",2018-11-01,"EEA",8,"no"
"618",2018-12-01,"EEA",3,"no"
"619",2019-01-01,"EEA",8,"no"
"620",2019-02-01,"EEA",3,"no"
"621",2019-03-01,"EEA",3,"no"
"622",2019-04-01,"EEA",5,"no"
"623",2019-05-01,"EEA",7,"no"
"624",2019-06-01,"EEA",7,"no"
"625",2019-07-01,"EEA",4,"no"
"626",2019-08-01,"EEA",5,"no"
"627",2019-09-01,"EEA",7,"no"
"628",2019-10-01,"EEA",6,"no"
"629",2019-11-01,"EEA",6,"no"
"630",2019-12-01,"EEA",8,"no"
"631",2020-01-01,"EEA",5,"no"
"632",2020-02-01,"EEA",8,"no"
"633",2020-03-01,"EEA",9,"no"
"634",2020-04-01,"EEA",3,"no"
"635",2020-05-01,"EEA",1,"no"
"636",2020-06-01,"EEA",9,"no"
"637",2020-07-01,"EEA",5,"no"
"638",2020-08-01,"EEA",1,"no"
"639",2020-09-01,"EEA",7,"no"
"640",2020-10-01,"EEA",5,"no"
"641",2020-11-01,"EEA",6,"no"
"642",2020-12-01,"EEA",4,"no"
"643",2021-01-01,"EEA",8,"no"
"644",2021-02-01,"EEA",2,"no"
"645",2021-03-01,"EEA",2,"no"
"646",2021-04-01,"EEA",4,"no"
"647",2021-05-01,"EEA",3,"no"
"648",2021-06-01,"EEA",8,"no"
"649",2015-07-01,"EFCA",0,"no"
"650",2015-08-01,"EFCA",0,"no"
"651",2015-09-01,"EFCA",0,"no"
"652",2015-10-01,"EFCA",0,"no"
"653",2015-11-01,"EFCA",1,"yes"
"654",2015-12-01,"EFCA",0,"no"
"655",2016-01-01,"EFCA",0,"no"
"656",2016-02-01,"EFCA",0,"no"
"657",2016-03-01,"EFCA",0,"no"
"658",2016-04-01,"EFCA",0,"no"
"659",2016-05-01,"EFCA",0,"no"
"660",2016-06-01,"EFCA",0,"no"
"661",2016-07-01,"EFCA",0,"no"
"662",2016-08-01,"EFCA",0,"no"
"663",2016-09-01,"EFCA",0,"no"
"664",2016-10-01,"EFCA",0,"no"
"665",2016-11-01,"EFCA",0,"no"
"666",2016-12-01,"EFCA",0,"no"
"667",2017-01-01,"EFCA",0,"no"
"668",2017-02-01,"EFCA",0,"no"
"669",2017-03-01,"EFCA",0,"no"
"670",2017-04-01,"EFCA",0,"no"
"671",2017-05-01,"EFCA",0,"no"
"672",2017-06-01,"EFCA",0,"no"
"673",2017-07-01,"EFCA",0,"no"
"674",2017-08-01,"EFCA",0,"no"
"675",2017-09-01,"EFCA",0,"no"
"676",2017-10-01,"EFCA",0,"no"
"677",2017-11-01,"EFCA",0,"no"
"678",2017-12-01,"EFCA",0,"no"
"679",2018-01-01,"EFCA",1,"yes"
"680",2018-02-01,"EFCA",0,"no"
"681",2018-03-01,"EFCA",0,"no"
"682",2018-04-01,"EFCA",0,"no"
"683",2018-05-01,"EFCA",0,"no"
"684",2018-06-01,"EFCA",0,"no"
"685",2018-07-01,"EFCA",0,"no"
"686",2018-08-01,"EFCA",0,"no"
"687",2018-09-01,"EFCA",0,"no"
"688",2018-10-01,"EFCA",0,"no"
"689",2018-11-01,"EFCA",0,"no"
"690",2018-12-01,"EFCA",0,"no"
"691",2019-01-01,"EFCA",0,"no"
"692",2019-02-01,"EFCA",0,"no"
"693",2019-03-01,"EFCA",0,"no"
"694",2019-04-01,"EFCA",0,"no"
"695",2019-05-01,"EFCA",0,"no"
"696",2019-06-01,"EFCA",0,"no"
"697",2019-07-01,"EFCA",0,"no"
"698",2019-08-01,"EFCA",0,"no"
"699",2019-09-01,"EFCA",0,"no"
"700",2019-10-01,"EFCA",0,"no"
"701",2019-11-01,"EFCA",0,"no"
"702",2019-12-01,"EFCA",0,"no"
"703",2020-01-01,"EFCA",0,"no"
"704",2020-02-01,"EFCA",0,"no"
"705",2020-03-01,"EFCA",0,"no"
"706",2020-04-01,"EFCA",0,"no"
"707",2020-05-01,"EFCA",0,"no"
"708",2020-06-01,"EFCA",0,"no"
"709",2020-07-01,"EFCA",0,"no"
"710",2020-08-01,"EFCA",0,"no"
"711",2020-09-01,"EFCA",0,"no"
"712",2020-10-01,"EFCA",0,"no"
"713",2020-11-01,"EFCA",0,"no"
"714",2020-12-01,"EFCA",1,"yes"
"715",2021-01-01,"EFCA",0,"no"
"716",2021-02-01,"EFCA",0,"no"
"717",2021-03-01,"EFCA",0,"no"
"718",2021-04-01,"EFCA",0,"no"
"719",2021-05-01,"EFCA",0,"no"
"720",2021-06-01,"EFCA",1,"yes"
"721",2015-07-01,"EFSA",6,"no"
"722",2015-08-01,"EFSA",10,"no"
"723",2015-09-01,"EFSA",4,"no"
"724",2015-10-01,"EFSA",6,"no"
"725",2015-11-01,"EFSA",10,"no"
"726",2015-12-01,"EFSA",4,"no"
"727",2016-01-01,"EFSA",3,"no"
"728",2016-02-01,"EFSA",6,"no"
"729",2016-03-01,"EFSA",23,"no"
"730",2016-04-01,"EFSA",14,"no"
"731",2016-05-01,"EFSA",16,"no"
"732",2016-06-01,"EFSA",10,"no"
"733",2016-07-01,"EFSA",7,"no"
"734",2016-08-01,"EFSA",7,"no"
"735",2016-09-01,"EFSA",2,"no"
"736",2016-10-01,"EFSA",11,"no"
"737",2016-11-01,"EFSA",4,"no"
"738",2016-12-01,"EFSA",2,"no"
"739",2017-01-01,"EFSA",7,"no"
"740",2017-02-01,"EFSA",7,"no"
"741",2017-03-01,"EFSA",6,"no"
"742",2017-04-01,"EFSA",9,"no"
"743",2017-05-01,"EFSA",14,"no"
"744",2017-06-01,"EFSA",11,"no"
"745",2017-07-01,"EFSA",15,"no"
"746",2017-08-01,"EFSA",5,"no"
"747",2017-09-01,"EFSA",11,"no"
"748",2017-10-01,"EFSA",22,"no"
"749",2017-11-01,"EFSA",10,"no"
"750",2017-12-01,"EFSA",7,"no"
"751",2018-01-01,"EFSA",9,"no"
"752",2018-02-01,"EFSA",10,"no"
"753",2018-03-01,"EFSA",17,"no"
"754",2018-04-01,"EFSA",13,"no"
"755",2018-05-01,"EFSA",9,"no"
"756",2018-06-01,"EFSA",6,"no"
"757",2018-07-01,"EFSA",13,"no"
"758",2018-08-01,"EFSA",15,"no"
"759",2018-09-01,"EFSA",3,"no"
"760",2018-10-01,"EFSA",8,"no"
"761",2018-11-01,"EFSA",6,"no"
"762",2018-12-01,"EFSA",4,"no"
"763",2019-01-01,"EFSA",4,"no"
"764",2019-02-01,"EFSA",7,"no"
"765",2019-03-01,"EFSA",18,"no"
"766",2019-04-01,"EFSA",6,"no"
"767",2019-05-01,"EFSA",10,"no"
"768",2019-06-01,"EFSA",9,"no"
"769",2019-07-01,"EFSA",12,"no"
"770",2019-08-01,"EFSA",14,"no"
"771",2019-09-01,"EFSA",6,"no"
"772",2019-10-01,"EFSA",8,"no"
"773",2019-11-01,"EFSA",9,"no"
"774",2019-12-01,"EFSA",8,"no"
"775",2020-01-01,"EFSA",8,"no"
"776",2020-02-01,"EFSA",3,"no"
"777",2020-03-01,"EFSA",6,"no"
"778",2020-04-01,"EFSA",2,"no"
"779",2020-05-01,"EFSA",5,"no"
"780",2020-06-01,"EFSA",2,"no"
"781",2020-07-01,"EFSA",3,"no"
"782",2020-08-01,"EFSA",2,"no"
"783",2020-09-01,"EFSA",2,"no"
"784",2020-10-01,"EFSA",2,"no"
"785",2020-11-01,"EFSA",1,"no"
"786",2020-12-01,"EFSA",0,"no"
"787",2021-01-01,"EFSA",10,"no"
"788",2021-02-01,"EFSA",3,"no"
"789",2021-03-01,"EFSA",2,"no"
"790",2021-04-01,"EFSA",6,"no"
"791",2021-05-01,"EFSA",10,"no"
"792",2021-06-01,"EFSA",2,"no"
"793",2015-07-01,"EIGE",0,"no"
"794",2015-08-01,"EIGE",0,"no"
"795",2015-09-01,"EIGE",0,"no"
"796",2015-10-01,"EIGE",1,"no"
"797",2015-11-01,"EIGE",1,"no"
"798",2015-12-01,"EIGE",0,"no"
"799",2016-01-01,"EIGE",0,"no"
"800",2016-02-01,"EIGE",0,"no"
"801",2016-03-01,"EIGE",0,"no"
"802",2016-04-01,"EIGE",0,"no"
"803",2016-05-01,"EIGE",0,"no"
"804",2016-06-01,"EIGE",0,"no"
"805",2016-07-01,"EIGE",0,"no"
"806",2016-08-01,"EIGE",1,"no"
"807",2016-09-01,"EIGE",0,"no"
"808",2016-10-01,"EIGE",0,"no"
"809",2016-11-01,"EIGE",0,"no"
"810",2016-12-01,"EIGE",0,"no"
"811",2017-01-01,"EIGE",0,"no"
"812",2017-02-01,"EIGE",0,"no"
"813",2017-03-01,"EIGE",1,"no"
"814",2017-04-01,"EIGE",0,"no"
"815",2017-05-01,"EIGE",1,"no"
"816",2017-06-01,"EIGE",1,"no"
"817",2017-07-01,"EIGE",0,"no"
"818",2017-08-01,"EIGE",0,"no"
"819",2017-09-01,"EIGE",1,"no"
"820",2017-10-01,"EIGE",3,"no"
"821",2017-11-01,"EIGE",1,"no"
"822",2017-12-01,"EIGE",0,"no"
"823",2018-01-01,"EIGE",0,"no"
"824",2018-02-01,"EIGE",1,"no"
"825",2018-03-01,"EIGE",1,"no"
"826",2018-04-01,"EIGE",2,"no"
"827",2018-05-01,"EIGE",0,"no"
"828",2018-06-01,"EIGE",1,"no"
"829",2018-07-01,"EIGE",0,"no"
"830",2018-08-01,"EIGE",0,"no"
"831",2018-09-01,"EIGE",0,"no"
"832",2018-10-01,"EIGE",2,"no"
"833",2018-11-01,"EIGE",3,"yes"
"834",2018-12-01,"EIGE",0,"no"
"835",2019-01-01,"EIGE",1,"no"
"836",2019-02-01,"EIGE",0,"no"
"837",2019-03-01,"EIGE",1,"no"
"838",2019-04-01,"EIGE",1,"no"
"839",2019-05-01,"EIGE",1,"no"
"840",2019-06-01,"EIGE",1,"no"
"841",2019-07-01,"EIGE",1,"no"
"842",2019-08-01,"EIGE",1,"no"
"843",2019-09-01,"EIGE",0,"no"
"844",2019-10-01,"EIGE",2,"no"
"845",2019-11-01,"EIGE",5,"yes"
"846",2019-12-01,"EIGE",0,"no"
"847",2020-01-01,"EIGE",0,"no"
"848",2020-02-01,"EIGE",2,"no"
"849",2020-03-01,"EIGE",1,"no"
"850",2020-04-01,"EIGE",2,"no"
"851",2020-05-01,"EIGE",0,"no"
"852",2020-06-01,"EIGE",1,"no"
"853",2020-07-01,"EIGE",0,"no"
"854",2020-08-01,"EIGE",0,"no"
"855",2020-09-01,"EIGE",0,"no"
"856",2020-10-01,"EIGE",2,"no"
"857",2020-11-01,"EIGE",0,"no"
"858",2020-12-01,"EIGE",0,"no"
"859",2021-01-01,"EIGE",0,"no"
"860",2021-02-01,"EIGE",0,"no"
"861",2021-03-01,"EIGE",6,"yes"
"862",2021-04-01,"EIGE",0,"no"
"863",2021-05-01,"EIGE",1,"no"
"864",2021-06-01,"EIGE",0,"no"
"865",2015-07-01,"EIOPA",1,"yes"
"866",2015-08-01,"EIOPA",0,"no"
"867",2015-09-01,"EIOPA",0,"no"
"868",2015-10-01,"EIOPA",0,"no"
"869",2015-11-01,"EIOPA",0,"no"
"870",2015-12-01,"EIOPA",1,"no"
"871",2016-01-01,"EIOPA",0,"no"
"872",2016-02-01,"EIOPA",0,"no"
"873",2016-03-01,"EIOPA",0,"no"
"874",2016-04-01,"EIOPA",0,"no"
"875",2016-05-01,"EIOPA",1,"no"
"876",2016-06-01,"EIOPA",1,"no"
"877",2016-07-01,"EIOPA",0,"no"
"878",2016-08-01,"EIOPA",0,"no"
"879",2016-09-01,"EIOPA",0,"no"
"880",2016-10-01,"EIOPA",0,"no"
"881",2016-11-01,"EIOPA",0,"no"
"882",2016-12-01,"EIOPA",0,"no"
"883",2017-01-01,"EIOPA",0,"no"
"884",2017-02-01,"EIOPA",1,"no"
"885",2017-03-01,"EIOPA",0,"no"
"886",2017-04-01,"EIOPA",0,"no"
"887",2017-05-01,"EIOPA",2,"yes"
"888",2017-06-01,"EIOPA",1,"no"
"889",2017-07-01,"EIOPA",1,"no"
"890",2017-08-01,"EIOPA",1,"yes"
"891",2017-09-01,"EIOPA",1,"no"
"892",2017-10-01,"EIOPA",0,"no"
"893",2017-11-01,"EIOPA",3,"yes"
"894",2017-12-01,"EIOPA",0,"no"
"895",2018-01-01,"EIOPA",0,"no"
"896",2018-02-01,"EIOPA",0,"no"
"897",2018-03-01,"EIOPA",0,"no"
"898",2018-04-01,"EIOPA",1,"no"
"899",2018-05-01,"EIOPA",1,"no"
"900",2018-06-01,"EIOPA",0,"no"
"901",2018-07-01,"EIOPA",1,"no"
"902",2018-08-01,"EIOPA",0,"no"
"903",2018-09-01,"EIOPA",0,"no"
"904",2018-10-01,"EIOPA",0,"no"
"905",2018-11-01,"EIOPA",0,"no"
"906",2018-12-01,"EIOPA",0,"no"
"907",2019-01-01,"EIOPA",0,"no"
"908",2019-02-01,"EIOPA",2,"yes"
"909",2019-03-01,"EIOPA",0,"no"
"910",2019-04-01,"EIOPA",0,"no"
"911",2019-05-01,"EIOPA",2,"no"
"912",2019-06-01,"EIOPA",0,"no"
"913",2019-07-01,"EIOPA",0,"no"
"914",2019-08-01,"EIOPA",0,"no"
"915",2019-09-01,"EIOPA",0,"no"
"916",2019-10-01,"EIOPA",0,"no"
"917",2019-11-01,"EIOPA",0,"no"
"918",2019-12-01,"EIOPA",0,"no"
"919",2020-01-01,"EIOPA",0,"no"
"920",2020-02-01,"EIOPA",0,"no"
"921",2020-03-01,"EIOPA",2,"yes"
"922",2020-04-01,"EIOPA",8,"yes"
"923",2020-05-01,"EIOPA",0,"no"
"924",2020-06-01,"EIOPA",2,"yes"
"925",2020-07-01,"EIOPA",0,"no"
"926",2020-08-01,"EIOPA",1,"no"
"927",2020-09-01,"EIOPA",0,"no"
"928",2020-10-01,"EIOPA",0,"no"
"929",2020-11-01,"EIOPA",1,"no"
"930",2020-12-01,"EIOPA",0,"no"
"931",2021-01-01,"EIOPA",0,"no"
"932",2021-02-01,"EIOPA",0,"no"
"933",2021-03-01,"EIOPA",0,"no"
"934",2021-04-01,"EIOPA",1,"no"
"935",2021-05-01,"EIOPA",0,"no"
"936",2021-06-01,"EIOPA",0,"no"
"937",2015-07-01,"EMA",13,"no"
"938",2015-08-01,"EMA",4,"no"
"939",2015-09-01,"EMA",5,"no"
"940",2015-10-01,"EMA",8,"no"
"941",2015-11-01,"EMA",7,"no"
"942",2015-12-01,"EMA",10,"no"
"943",2016-01-01,"EMA",4,"no"
"944",2016-02-01,"EMA",8,"no"
"945",2016-03-01,"EMA",4,"no"
"946",2016-04-01,"EMA",4,"no"
"947",2016-05-01,"EMA",11,"no"
"948",2016-06-01,"EMA",13,"no"
"949",2016-07-01,"EMA",26,"no"
"950",2016-08-01,"EMA",7,"no"
"951",2016-09-01,"EMA",13,"no"
"952",2016-10-01,"EMA",22,"no"
"953",2016-11-01,"EMA",11,"no"
"954",2016-12-01,"EMA",8,"no"
"955",2017-01-01,"EMA",19,"no"
"956",2017-02-01,"EMA",33,"no"
"957",2017-03-01,"EMA",24,"no"
"958",2017-04-01,"EMA",28,"no"
"959",2017-05-01,"EMA",13,"no"
"960",2017-06-01,"EMA",26,"no"
"961",2017-07-01,"EMA",33,"no"
"962",2017-08-01,"EMA",34,"no"
"963",2017-09-01,"EMA",48,"yes"
"964",2017-10-01,"EMA",54,"yes"
"965",2017-11-01,"EMA",78,"yes"
"966",2017-12-01,"EMA",14,"no"
"967",2018-01-01,"EMA",24,"no"
"968",2018-02-01,"EMA",30,"no"
"969",2018-03-01,"EMA",26,"no"
"970",2018-04-01,"EMA",8,"no"
"971",2018-05-01,"EMA",3,"no"
"972",2018-06-01,"EMA",17,"no"
"973",2018-07-01,"EMA",25,"no"
"974",2018-08-01,"EMA",17,"no"
"975",2018-09-01,"EMA",16,"no"
"976",2018-10-01,"EMA",12,"no"
"977",2018-11-01,"EMA",13,"no"
"978",2018-12-01,"EMA",11,"no"
"979",2019-01-01,"EMA",20,"no"
"980",2019-02-01,"EMA",23,"no"
"981",2019-03-01,"EMA",10,"no"
"982",2019-04-01,"EMA",15,"no"
"983",2019-05-01,"EMA",7,"no"
"984",2019-06-01,"EMA",8,"no"
"985",2019-07-01,"EMA",14,"no"
"986",2019-08-01,"EMA",5,"no"
"987",2019-09-01,"EMA",6,"no"
"988",2019-10-01,"EMA",8,"no"
"989",2019-11-01,"EMA",7,"no"
"990",2019-12-01,"EMA",7,"no"
"991",2020-01-01,"EMA",7,"no"
"992",2020-02-01,"EMA",5,"no"
"993",2020-03-01,"EMA",14,"no"
"994",2020-04-01,"EMA",10,"no"
"995",2020-05-01,"EMA",14,"no"
"996",2020-06-01,"EMA",11,"no"
"997",2020-07-01,"EMA",16,"no"
"998",2020-08-01,"EMA",13,"no"
"999",2020-09-01,"EMA",16,"no"
"1000",2020-10-01,"EMA",15,"no"
"1001",2020-11-01,"EMA",51,"yes"
"1002",2020-12-01,"EMA",185,"yes"
"1003",2021-01-01,"EMA",195,"yes"
"1004",2021-02-01,"EMA",125,"yes"
"1005",2021-03-01,"EMA",334,"yes"
"1006",2021-04-01,"EMA",252,"yes"
"1007",2021-05-01,"EMA",91,"yes"
"1008",2021-06-01,"EMA",73,"yes"
"1009",2015-07-01,"EMCDDA",2,"no"
"1010",2015-08-01,"EMCDDA",1,"no"
"1011",2015-09-01,"EMCDDA",1,"no"
"1012",2015-10-01,"EMCDDA",0,"no"
"1013",2015-11-01,"EMCDDA",0,"no"
"1014",2015-12-01,"EMCDDA",0,"no"
"1015",2016-01-01,"EMCDDA",0,"no"
"1016",2016-02-01,"EMCDDA",3,"no"
"1017",2016-03-01,"EMCDDA",2,"no"
"1018",2016-04-01,"EMCDDA",4,"no"
"1019",2016-05-01,"EMCDDA",5,"yes"
"1020",2016-06-01,"EMCDDA",6,"no"
"1021",2016-07-01,"EMCDDA",0,"no"
"1022",2016-08-01,"EMCDDA",1,"no"
"1023",2016-09-01,"EMCDDA",2,"no"
"1024",2016-10-01,"EMCDDA",2,"no"
"1025",2016-11-01,"EMCDDA",0,"no"
"1026",2016-12-01,"EMCDDA",3,"no"
"1027",2017-01-01,"EMCDDA",0,"no"
"1028",2017-02-01,"EMCDDA",0,"no"
"1029",2017-03-01,"EMCDDA",0,"no"
"1030",2017-04-01,"EMCDDA",0,"no"
"1031",2017-05-01,"EMCDDA",0,"no"
"1032",2017-06-01,"EMCDDA",11,"yes"
"1033",2017-07-01,"EMCDDA",1,"no"
"1034",2017-08-01,"EMCDDA",0,"no"
"1035",2017-09-01,"EMCDDA",3,"no"
"1036",2017-10-01,"EMCDDA",0,"no"
"1037",2017-11-01,"EMCDDA",0,"no"
"1038",2017-12-01,"EMCDDA",1,"no"
"1039",2018-01-01,"EMCDDA",1,"no"
"1040",2018-02-01,"EMCDDA",3,"no"
"1041",2018-03-01,"EMCDDA",2,"no"
"1042",2018-04-01,"EMCDDA",1,"no"
"1043",2018-05-01,"EMCDDA",1,"no"
"1044",2018-06-01,"EMCDDA",4,"no"
"1045",2018-07-01,"EMCDDA",5,"yes"
"1046",2018-08-01,"EMCDDA",8,"yes"
"1047",2018-09-01,"EMCDDA",2,"no"
"1048",2018-10-01,"EMCDDA",3,"no"
"1049",2018-11-01,"EMCDDA",2,"no"
"1050",2018-12-01,"EMCDDA",6,"yes"
"1051",2019-01-01,"EMCDDA",2,"no"
"1052",2019-02-01,"EMCDDA",0,"no"
"1053",2019-03-01,"EMCDDA",4,"no"
"1054",2019-04-01,"EMCDDA",1,"no"
"1055",2019-05-01,"EMCDDA",0,"no"
"1056",2019-06-01,"EMCDDA",11,"no"
"1057",2019-07-01,"EMCDDA",1,"no"
"1058",2019-08-01,"EMCDDA",1,"no"
"1059",2019-09-01,"EMCDDA",0,"no"
"1060",2019-10-01,"EMCDDA",1,"no"
"1061",2019-11-01,"EMCDDA",8,"yes"
"1062",2019-12-01,"EMCDDA",0,"no"
"1063",2020-01-01,"EMCDDA",1,"no"
"1064",2020-02-01,"EMCDDA",1,"no"
"1065",2020-03-01,"EMCDDA",3,"no"
"1066",2020-04-01,"EMCDDA",0,"no"
"1067",2020-05-01,"EMCDDA",3,"no"
"1068",2020-06-01,"EMCDDA",1,"no"
"1069",2020-07-01,"EMCDDA",0,"no"
"1070",2020-08-01,"EMCDDA",0,"no"
"1071",2020-09-01,"EMCDDA",1,"no"
"1072",2020-10-01,"EMCDDA",0,"no"
"1073",2020-11-01,"EMCDDA",2,"no"
"1074",2020-12-01,"EMCDDA",0,"no"
"1075",2021-01-01,"EMCDDA",1,"no"
"1076",2021-02-01,"EMCDDA",0,"no"
"1077",2021-03-01,"EMCDDA",0,"no"
"1078",2021-04-01,"EMCDDA",0,"no"
"1079",2021-05-01,"EMCDDA",1,"no"
"1080",2021-06-01,"EMCDDA",4,"no"
"1081",2015-07-01,"EMSA",0,"no"
"1082",2015-08-01,"EMSA",0,"no"
"1083",2015-09-01,"EMSA",0,"no"
"1084",2015-10-01,"EMSA",0,"no"
"1085",2015-11-01,"EMSA",0,"no"
"1086",2015-12-01,"EMSA",0,"no"
"1087",2016-01-01,"EMSA",0,"no"
"1088",2016-02-01,"EMSA",0,"no"
"1089",2016-03-01,"EMSA",0,"no"
"1090",2016-04-01,"EMSA",1,"yes"
"1091",2016-05-01,"EMSA",0,"no"
"1092",2016-06-01,"EMSA",0,"no"
"1093",2016-07-01,"EMSA",0,"no"
"1094",2016-08-01,"EMSA",0,"no"
"1095",2016-09-01,"EMSA",0,"no"
"1096",2016-10-01,"EMSA",0,"no"
"1097",2016-11-01,"EMSA",0,"no"
"1098",2016-12-01,"EMSA",0,"no"
"1099",2017-01-01,"EMSA",1,"yes"
"1100",2017-02-01,"EMSA",0,"no"
"1101",2017-03-01,"EMSA",0,"no"
"1102",2017-04-01,"EMSA",0,"no"
"1103",2017-05-01,"EMSA",0,"no"
"1104",2017-06-01,"EMSA",0,"no"
"1105",2017-07-01,"EMSA",0,"no"
"1106",2017-08-01,"EMSA",0,"no"
"1107",2017-09-01,"EMSA",0,"no"
"1108",2017-10-01,"EMSA",0,"no"
"1109",2017-11-01,"EMSA",0,"no"
"1110",2017-12-01,"EMSA",0,"no"
"1111",2018-01-01,"EMSA",0,"no"
"1112",2018-02-01,"EMSA",1,"yes"
"1113",2018-03-01,"EMSA",0,"no"
"1114",2018-04-01,"EMSA",0,"no"
"1115",2018-05-01,"EMSA",0,"no"
"1116",2018-06-01,"EMSA",0,"no"
"1117",2018-07-01,"EMSA",0,"no"
"1118",2018-08-01,"EMSA",0,"no"
"1119",2018-09-01,"EMSA",0,"no"
"1120",2018-10-01,"EMSA",0,"no"
"1121",2018-11-01,"EMSA",0,"no"
"1122",2018-12-01,"EMSA",0,"no"
"1123",2019-01-01,"EMSA",0,"no"
"1124",2019-02-01,"EMSA",0,"no"
"1125",2019-03-01,"EMSA",1,"yes"
"1126",2019-04-01,"EMSA",0,"no"
"1127",2019-05-01,"EMSA",0,"no"
"1128",2019-06-01,"EMSA",0,"no"
"1129",2019-07-01,"EMSA",1,"yes"
"1130",2019-08-01,"EMSA",2,"yes"
"1131",2019-09-01,"EMSA",0,"no"
"1132",2019-10-01,"EMSA",0,"no"
"1133",2019-11-01,"EMSA",0,"no"
"1134",2019-12-01,"EMSA",0,"no"
"1135",2020-01-01,"EMSA",0,"no"
"1136",2020-02-01,"EMSA",1,"yes"
"1137",2020-03-01,"EMSA",0,"no"
"1138",2020-04-01,"EMSA",0,"no"
"1139",2020-05-01,"EMSA",1,"yes"
"1140",2020-06-01,"EMSA",0,"no"
"1141",2020-07-01,"EMSA",0,"no"
"1142",2020-08-01,"EMSA",0,"no"
"1143",2020-09-01,"EMSA",0,"no"
"1144",2020-10-01,"EMSA",0,"no"
"1145",2020-11-01,"EMSA",0,"no"
"1146",2020-12-01,"EMSA",0,"no"
"1147",2021-01-01,"EMSA",0,"no"
"1148",2021-02-01,"EMSA",1,"no"
"1149",2021-03-01,"EMSA",0,"no"
"1150",2021-04-01,"EMSA",0,"no"
"1151",2021-05-01,"EMSA",0,"no"
"1152",2021-06-01,"EMSA",0,"no"
"1153",2015-07-01,"ENISA",0,"no"
"1154",2015-08-01,"ENISA",0,"no"
"1155",2015-09-01,"ENISA",1,"yes"
"1156",2015-10-01,"ENISA",0,"no"
"1157",2015-11-01,"ENISA",0,"no"
"1158",2015-12-01,"ENISA",0,"no"
"1159",2016-01-01,"ENISA",0,"no"
"1160",2016-02-01,"ENISA",0,"no"
"1161",2016-03-01,"ENISA",0,"no"
"1162",2016-04-01,"ENISA",0,"no"
"1163",2016-05-01,"ENISA",0,"no"
"1164",2016-06-01,"ENISA",0,"no"
"1165",2016-07-01,"ENISA",0,"no"
"1166",2016-08-01,"ENISA",0,"no"
"1167",2016-09-01,"ENISA",0,"no"
"1168",2016-10-01,"ENISA",0,"no"
"1169",2016-11-01,"ENISA",0,"no"
"1170",2016-12-01,"ENISA",0,"no"
"1171",2017-01-01,"ENISA",0,"no"
"1172",2017-02-01,"ENISA",0,"no"
"1173",2017-03-01,"ENISA",0,"no"
"1174",2017-04-01,"ENISA",0,"no"
"1175",2017-05-01,"ENISA",1,"yes"
"1176",2017-06-01,"ENISA",0,"no"
"1177",2017-07-01,"ENISA",0,"no"
"1178",2017-08-01,"ENISA",0,"no"
"1179",2017-09-01,"ENISA",2,"yes"
"1180",2017-10-01,"ENISA",2,"yes"
"1181",2017-11-01,"ENISA",0,"no"
"1182",2017-12-01,"ENISA",0,"no"
"1183",2018-01-01,"ENISA",1,"yes"
"1184",2018-02-01,"ENISA",0,"no"
"1185",2018-03-01,"ENISA",0,"no"
"1186",2018-04-01,"ENISA",0,"no"
"1187",2018-05-01,"ENISA",0,"no"
"1188",2018-06-01,"ENISA",0,"no"
"1189",2018-07-01,"ENISA",0,"no"
"1190",2018-08-01,"ENISA",0,"no"
"1191",2018-09-01,"ENISA",0,"no"
"1192",2018-10-01,"ENISA",0,"no"
"1193",2018-11-01,"ENISA",0,"no"
"1194",2018-12-01,"ENISA",0,"no"
"1195",2019-01-01,"ENISA",0,"no"
"1196",2019-02-01,"ENISA",0,"no"
"1197",2019-03-01,"ENISA",0,"no"
"1198",2019-04-01,"ENISA",0,"no"
"1199",2019-05-01,"ENISA",0,"no"
"1200",2019-06-01,"ENISA",0,"no"
"1201",2019-07-01,"ENISA",0,"no"
"1202",2019-08-01,"ENISA",0,"no"
"1203",2019-09-01,"ENISA",0,"no"
"1204",2019-10-01,"ENISA",0,"no"
"1205",2019-11-01,"ENISA",0,"no"
"1206",2019-12-01,"ENISA",0,"no"
"1207",2020-01-01,"ENISA",0,"no"
"1208",2020-02-01,"ENISA",0,"no"
"1209",2020-03-01,"ENISA",0,"no"
"1210",2020-04-01,"ENISA",0,"no"
"1211",2020-05-01,"ENISA",0,"no"
"1212",2020-06-01,"ENISA",0,"no"
"1213",2020-07-01,"ENISA",0,"no"
"1214",2020-08-01,"ENISA",0,"no"
"1215",2020-09-01,"ENISA",0,"no"
"1216",2020-10-01,"ENISA",0,"no"
"1217",2020-11-01,"ENISA",0,"no"
"1218",2020-12-01,"ENISA",0,"no"
"1219",2021-01-01,"ENISA",0,"no"
"1220",2021-02-01,"ENISA",0,"no"
"1221",2021-03-01,"ENISA",0,"no"
"1222",2021-04-01,"ENISA",0,"no"
"1223",2021-05-01,"ENISA",0,"no"
"1224",2021-06-01,"ENISA",0,"no"
"1225",2015-07-01,"ERA",0,"no"
"1226",2015-08-01,"ERA",1,"yes"
"1227",2015-09-01,"ERA",0,"no"
"1228",2015-10-01,"ERA",0,"no"
"1229",2015-11-01,"ERA",0,"no"
"1230",2015-12-01,"ERA",0,"no"
"1231",2016-01-01,"ERA",0,"no"
"1232",2016-02-01,"ERA",0,"no"
