"","month","acronym","media_count","media_threat"
"1233",2016-03-01,"ERA",0,"no"
"1234",2016-04-01,"ERA",0,"no"
"1235",2016-05-01,"ERA",0,"no"
"1236",2016-06-01,"ERA",0,"no"
"1237",2016-07-01,"ERA",0,"no"
"1238",2016-08-01,"ERA",0,"no"
"1239",2016-09-01,"ERA",0,"no"
"1240",2016-10-01,"ERA",0,"no"
"1241",2016-11-01,"ERA",0,"no"
"1242",2016-12-01,"ERA",0,"no"
"1243",2017-01-01,"ERA",0,"no"
"1244",2017-02-01,"ERA",0,"no"
"1245",2017-03-01,"ERA",1,"yes"
"1246",2017-04-01,"ERA",0,"no"
"1247",2017-05-01,"ERA",0,"no"
"1248",2017-06-01,"ERA",0,"no"
"1249",2017-07-01,"ERA",0,"no"
"1250",2017-08-01,"ERA",0,"no"
"1251",2017-09-01,"ERA",0,"no"
"1252",2017-10-01,"ERA",0,"no"
"1253",2017-11-01,"ERA",0,"no"
"1254",2017-12-01,"ERA",0,"no"
"1255",2018-01-01,"ERA",0,"no"
"1256",2018-02-01,"ERA",0,"no"
"1257",2018-03-01,"ERA",0,"no"
"1258",2018-04-01,"ERA",0,"no"
"1259",2018-05-01,"ERA",0,"no"
"1260",2018-06-01,"ERA",0,"no"
"1261",2018-07-01,"ERA",0,"no"
"1262",2018-08-01,"ERA",0,"no"
"1263",2018-09-01,"ERA",1,"yes"
"1264",2018-10-01,"ERA",0,"no"
"1265",2018-11-01,"ERA",0,"no"
"1266",2018-12-01,"ERA",0,"no"
"1267",2019-01-01,"ERA",0,"no"
"1268",2019-02-01,"ERA",0,"no"
"1269",2019-03-01,"ERA",1,"no"
"1270",2019-04-01,"ERA",0,"no"
"1271",2019-05-01,"ERA",0,"no"
"1272",2019-06-01,"ERA",0,"no"
"1273",2019-07-01,"ERA",0,"no"
"1274",2019-08-01,"ERA",0,"no"
"1275",2019-09-01,"ERA",0,"no"
"1276",2019-10-01,"ERA",0,"no"
"1277",2019-11-01,"ERA",0,"no"
"1278",2019-12-01,"ERA",0,"no"
"1279",2020-01-01,"ERA",0,"no"
"1280",2020-02-01,"ERA",0,"no"
"1281",2020-03-01,"ERA",0,"no"
"1282",2020-04-01,"ERA",0,"no"
"1283",2020-05-01,"ERA",0,"no"
"1284",2020-06-01,"ERA",0,"no"
"1285",2020-07-01,"ERA",0,"no"
"1286",2020-08-01,"ERA",0,"no"
"1287",2020-09-01,"ERA",0,"no"
"1288",2020-10-01,"ERA",0,"no"
"1289",2020-11-01,"ERA",0,"no"
"1290",2020-12-01,"ERA",0,"no"
"1291",2021-01-01,"ERA",0,"no"
"1292",2021-02-01,"ERA",0,"no"
"1293",2021-03-01,"ERA",0,"no"
"1294",2021-04-01,"ERA",0,"no"
"1295",2021-05-01,"ERA",0,"no"
"1296",2021-06-01,"ERA",0,"no"
"1297",2015-07-01,"ESMA",2,"no"
"1298",2015-08-01,"ESMA",0,"no"
"1299",2015-09-01,"ESMA",1,"no"
"1300",2015-10-01,"ESMA",0,"no"
"1301",2015-11-01,"ESMA",1,"no"
"1302",2015-12-01,"ESMA",1,"no"
"1303",2016-01-01,"ESMA",1,"no"
"1304",2016-02-01,"ESMA",2,"no"
"1305",2016-03-01,"ESMA",1,"no"
"1306",2016-04-01,"ESMA",1,"no"
"1307",2016-05-01,"ESMA",2,"no"
"1308",2016-06-01,"ESMA",3,"no"
"1309",2016-07-01,"ESMA",2,"no"
"1310",2016-08-01,"ESMA",0,"no"
"1311",2016-09-01,"ESMA",2,"no"
"1312",2016-10-01,"ESMA",0,"no"
"1313",2016-11-01,"ESMA",1,"no"
"1314",2016-12-01,"ESMA",3,"no"
"1315",2017-01-01,"ESMA",2,"no"
"1316",2017-02-01,"ESMA",2,"no"
"1317",2017-03-01,"ESMA",1,"no"
"1318",2017-04-01,"ESMA",3,"no"
"1319",2017-05-01,"ESMA",2,"no"
"1320",2017-06-01,"ESMA",10,"yes"
"1321",2017-07-01,"ESMA",11,"yes"
"1322",2017-08-01,"ESMA",4,"yes"
"1323",2017-09-01,"ESMA",2,"no"
"1324",2017-10-01,"ESMA",1,"no"
"1325",2017-11-01,"ESMA",3,"no"
"1326",2017-12-01,"ESMA",10,"yes"
"1327",2018-01-01,"ESMA",12,"yes"
"1328",2018-02-01,"ESMA",5,"no"
"1329",2018-03-01,"ESMA",2,"no"
"1330",2018-04-01,"ESMA",2,"no"
"1331",2018-05-01,"ESMA",3,"no"
"1332",2018-06-01,"ESMA",0,"no"
"1333",2018-07-01,"ESMA",0,"no"
"1334",2018-08-01,"ESMA",2,"no"
"1335",2018-09-01,"ESMA",4,"no"
"1336",2018-10-01,"ESMA",2,"no"
"1337",2018-11-01,"ESMA",3,"no"
"1338",2018-12-01,"ESMA",1,"no"
"1339",2019-01-01,"ESMA",3,"no"
"1340",2019-02-01,"ESMA",17,"yes"
"1341",2019-03-01,"ESMA",6,"yes"
"1342",2019-04-01,"ESMA",3,"no"
"1343",2019-05-01,"ESMA",4,"no"
"1344",2019-06-01,"ESMA",5,"no"
"1345",2019-07-01,"ESMA",4,"no"
"1346",2019-08-01,"ESMA",5,"no"
"1347",2019-09-01,"ESMA",3,"no"
"1348",2019-10-01,"ESMA",2,"no"
"1349",2019-11-01,"ESMA",0,"no"
"1350",2019-12-01,"ESMA",2,"no"
"1351",2020-01-01,"ESMA",3,"no"
"1352",2020-02-01,"ESMA",2,"no"
"1353",2020-03-01,"ESMA",2,"no"
"1354",2020-04-01,"ESMA",0,"no"
"1355",2020-05-01,"ESMA",2,"no"
"1356",2020-06-01,"ESMA",5,"no"
"1357",2020-07-01,"ESMA",3,"no"
"1358",2020-08-01,"ESMA",0,"no"
"1359",2020-09-01,"ESMA",7,"yes"
"1360",2020-10-01,"ESMA",2,"no"
"1361",2020-11-01,"ESMA",6,"yes"
"1362",2020-12-01,"ESMA",1,"no"
"1363",2021-01-01,"ESMA",4,"no"
"1364",2021-02-01,"ESMA",7,"yes"
"1365",2021-03-01,"ESMA",5,"no"
"1366",2021-04-01,"ESMA",1,"no"
"1367",2021-05-01,"ESMA",0,"no"
"1368",2021-06-01,"ESMA",1,"no"
"1369",2015-07-01,"EU-OSHA",0,"no"
"1370",2015-08-01,"EU-OSHA",0,"no"
"1371",2015-09-01,"EU-OSHA",1,"no"
"1372",2015-10-01,"EU-OSHA",0,"no"
"1373",2015-11-01,"EU-OSHA",0,"no"
"1374",2015-12-01,"EU-OSHA",0,"no"
"1375",2016-01-01,"EU-OSHA",0,"no"
"1376",2016-02-01,"EU-OSHA",0,"no"
"1377",2016-03-01,"EU-OSHA",0,"no"
"1378",2016-04-01,"EU-OSHA",0,"no"
"1379",2016-05-01,"EU-OSHA",0,"no"
"1380",2016-06-01,"EU-OSHA",0,"no"
"1381",2016-07-01,"EU-OSHA",0,"no"
"1382",2016-08-01,"EU-OSHA",0,"no"
"1383",2016-09-01,"EU-OSHA",0,"no"
"1384",2016-10-01,"EU-OSHA",1,"yes"
"1385",2016-11-01,"EU-OSHA",0,"no"
"1386",2016-12-01,"EU-OSHA",0,"no"
"1387",2017-01-01,"EU-OSHA",0,"no"
"1388",2017-02-01,"EU-OSHA",0,"no"
"1389",2017-03-01,"EU-OSHA",1,"yes"
"1390",2017-04-01,"EU-OSHA",1,"yes"
"1391",2017-05-01,"EU-OSHA",0,"no"
"1392",2017-06-01,"EU-OSHA",0,"no"
"1393",2017-07-01,"EU-OSHA",0,"no"
"1394",2017-08-01,"EU-OSHA",0,"no"
"1395",2017-09-01,"EU-OSHA",0,"no"
"1396",2017-10-01,"EU-OSHA",1,"no"
"1397",2017-11-01,"EU-OSHA",0,"no"
"1398",2017-12-01,"EU-OSHA",0,"no"
"1399",2018-01-01,"EU-OSHA",0,"no"
"1400",2018-02-01,"EU-OSHA",0,"no"
"1401",2018-03-01,"EU-OSHA",0,"no"
"1402",2018-04-01,"EU-OSHA",1,"no"
"1403",2018-05-01,"EU-OSHA",0,"no"
"1404",2018-06-01,"EU-OSHA",0,"no"
"1405",2018-07-01,"EU-OSHA",0,"no"
"1406",2018-08-01,"EU-OSHA",0,"no"
"1407",2018-09-01,"EU-OSHA",2,"yes"
"1408",2018-10-01,"EU-OSHA",0,"no"
"1409",2018-11-01,"EU-OSHA",0,"no"
"1410",2018-12-01,"EU-OSHA",0,"no"
"1411",2019-01-01,"EU-OSHA",0,"no"
"1412",2019-02-01,"EU-OSHA",0,"no"
"1413",2019-03-01,"EU-OSHA",0,"no"
"1414",2019-04-01,"EU-OSHA",0,"no"
"1415",2019-05-01,"EU-OSHA",0,"no"
"1416",2019-06-01,"EU-OSHA",0,"no"
"1417",2019-07-01,"EU-OSHA",0,"no"
"1418",2019-08-01,"EU-OSHA",0,"no"
"1419",2019-09-01,"EU-OSHA",1,"no"
"1420",2019-10-01,"EU-OSHA",0,"no"
"1421",2019-11-01,"EU-OSHA",1,"yes"
"1422",2019-12-01,"EU-OSHA",0,"no"
"1423",2020-01-01,"EU-OSHA",0,"no"
"1424",2020-02-01,"EU-OSHA",0,"no"
"1425",2020-03-01,"EU-OSHA",0,"no"
"1426",2020-04-01,"EU-OSHA",0,"no"
"1427",2020-05-01,"EU-OSHA",0,"no"
"1428",2020-06-01,"EU-OSHA",0,"no"
"1429",2020-07-01,"EU-OSHA",0,"no"
"1430",2020-08-01,"EU-OSHA",0,"no"
"1431",2020-09-01,"EU-OSHA",0,"no"
"1432",2020-10-01,"EU-OSHA",0,"no"
"1433",2020-11-01,"EU-OSHA",0,"no"
"1434",2020-12-01,"EU-OSHA",0,"no"
"1435",2021-01-01,"EU-OSHA",1,"yes"
"1436",2021-02-01,"EU-OSHA",0,"no"
"1437",2021-03-01,"EU-OSHA",1,"no"
"1438",2021-04-01,"EU-OSHA",1,"no"
"1439",2021-05-01,"EU-OSHA",0,"no"
"1440",2021-06-01,"EU-OSHA",0,"no"
"1441",2015-07-01,"EUIPO",0,"no"
"1442",2015-08-01,"EUIPO",1,"no"
"1443",2015-09-01,"EUIPO",5,"no"
"1444",2015-10-01,"EUIPO",2,"no"
"1445",2015-11-01,"EUIPO",0,"no"
"1446",2015-12-01,"EUIPO",0,"no"
"1447",2016-01-01,"EUIPO",1,"no"
"1448",2016-02-01,"EUIPO",2,"no"
"1449",2016-03-01,"EUIPO",1,"no"
"1450",2016-04-01,"EUIPO",4,"no"
"1451",2016-05-01,"EUIPO",0,"no"
"1452",2016-06-01,"EUIPO",0,"no"
"1453",2016-07-01,"EUIPO",0,"no"
"1454",2016-08-01,"EUIPO",1,"no"
"1455",2016-09-01,"EUIPO",2,"no"
"1456",2016-10-01,"EUIPO",0,"no"
"1457",2016-11-01,"EUIPO",6,"yes"
"1458",2016-12-01,"EUIPO",1,"no"
"1459",2017-01-01,"EUIPO",2,"no"
"1460",2017-02-01,"EUIPO",2,"no"
"1461",2017-03-01,"EUIPO",1,"no"
"1462",2017-04-01,"EUIPO",0,"no"
"1463",2017-05-01,"EUIPO",0,"no"
"1464",2017-06-01,"EUIPO",2,"no"
"1465",2017-07-01,"EUIPO",3,"no"
"1466",2017-08-01,"EUIPO",0,"no"
"1467",2017-09-01,"EUIPO",4,"no"
"1468",2017-10-01,"EUIPO",2,"no"
"1469",2017-11-01,"EUIPO",1,"no"
"1470",2017-12-01,"EUIPO",3,"no"
"1471",2018-01-01,"EUIPO",0,"no"
"1472",2018-02-01,"EUIPO",3,"no"
"1473",2018-03-01,"EUIPO",1,"no"
"1474",2018-04-01,"EUIPO",1,"no"
"1475",2018-05-01,"EUIPO",0,"no"
"1476",2018-06-01,"EUIPO",6,"yes"
"1477",2018-07-01,"EUIPO",4,"no"
"1478",2018-08-01,"EUIPO",0,"no"
"1479",2018-09-01,"EUIPO",2,"no"
"1480",2018-10-01,"EUIPO",1,"no"
"1481",2018-11-01,"EUIPO",0,"no"
"1482",2018-12-01,"EUIPO",0,"no"
"1483",2019-01-01,"EUIPO",7,"yes"
"1484",2019-02-01,"EUIPO",2,"no"
"1485",2019-03-01,"EUIPO",4,"no"
"1486",2019-04-01,"EUIPO",0,"no"
"1487",2019-05-01,"EUIPO",0,"no"
"1488",2019-06-01,"EUIPO",6,"no"
"1489",2019-07-01,"EUIPO",2,"no"
"1490",2019-08-01,"EUIPO",0,"no"
"1491",2019-09-01,"EUIPO",3,"no"
"1492",2019-10-01,"EUIPO",2,"no"
"1493",2019-11-01,"EUIPO",0,"no"
"1494",2019-12-01,"EUIPO",1,"no"
"1495",2020-01-01,"EUIPO",4,"no"
"1496",2020-02-01,"EUIPO",1,"no"
"1497",2020-03-01,"EUIPO",4,"no"
"1498",2020-04-01,"EUIPO",1,"no"
"1499",2020-05-01,"EUIPO",2,"no"
"1500",2020-06-01,"EUIPO",2,"no"
"1501",2020-07-01,"EUIPO",0,"no"
"1502",2020-08-01,"EUIPO",1,"no"
"1503",2020-09-01,"EUIPO",5,"no"
"1504",2020-10-01,"EUIPO",4,"no"
"1505",2020-11-01,"EUIPO",5,"no"
"1506",2020-12-01,"EUIPO",1,"no"
"1507",2021-01-01,"EUIPO",0,"no"
"1508",2021-02-01,"EUIPO",3,"no"
"1509",2021-03-01,"EUIPO",1,"no"
"1510",2021-04-01,"EUIPO",2,"no"
"1511",2021-05-01,"EUIPO",0,"no"
"1512",2021-06-01,"EUIPO",2,"no"
"1513",2015-07-01,"EUROFOUND",1,"yes"
"1514",2015-08-01,"EUROFOUND",0,"no"
"1515",2015-09-01,"EUROFOUND",0,"no"
"1516",2015-10-01,"EUROFOUND",0,"no"
"1517",2015-11-01,"EUROFOUND",0,"no"
"1518",2015-12-01,"EUROFOUND",0,"no"
"1519",2016-01-01,"EUROFOUND",0,"no"
"1520",2016-02-01,"EUROFOUND",0,"no"
"1521",2016-03-01,"EUROFOUND",0,"no"
"1522",2016-04-01,"EUROFOUND",0,"no"
"1523",2016-05-01,"EUROFOUND",0,"no"
"1524",2016-06-01,"EUROFOUND",0,"no"
"1525",2016-07-01,"EUROFOUND",0,"no"
"1526",2016-08-01,"EUROFOUND",0,"no"
"1527",2016-09-01,"EUROFOUND",0,"no"
"1528",2016-10-01,"EUROFOUND",0,"no"
"1529",2016-11-01,"EUROFOUND",0,"no"
"1530",2016-12-01,"EUROFOUND",1,"yes"
"1531",2017-01-01,"EUROFOUND",0,"no"
"1532",2017-02-01,"EUROFOUND",0,"no"
"1533",2017-03-01,"EUROFOUND",0,"no"
"1534",2017-04-01,"EUROFOUND",0,"no"
"1535",2017-05-01,"EUROFOUND",0,"no"
"1536",2017-06-01,"EUROFOUND",0,"no"
"1537",2017-07-01,"EUROFOUND",0,"no"
"1538",2017-08-01,"EUROFOUND",0,"no"
"1539",2017-09-01,"EUROFOUND",1,"yes"
"1540",2017-10-01,"EUROFOUND",1,"yes"
"1541",2017-11-01,"EUROFOUND",0,"no"
"1542",2017-12-01,"EUROFOUND",1,"no"
"1543",2018-01-01,"EUROFOUND",1,"yes"
"1544",2018-02-01,"EUROFOUND",0,"no"
"1545",2018-03-01,"EUROFOUND",0,"no"
"1546",2018-04-01,"EUROFOUND",0,"no"
"1547",2018-05-01,"EUROFOUND",0,"no"
"1548",2018-06-01,"EUROFOUND",0,"no"
"1549",2018-07-01,"EUROFOUND",0,"no"
"1550",2018-08-01,"EUROFOUND",0,"no"
"1551",2018-09-01,"EUROFOUND",0,"no"
"1552",2018-10-01,"EUROFOUND",0,"no"
"1553",2018-11-01,"EUROFOUND",0,"no"
"1554",2018-12-01,"EUROFOUND",1,"no"
"1555",2019-01-01,"EUROFOUND",0,"no"
"1556",2019-02-01,"EUROFOUND",0,"no"
"1557",2019-03-01,"EUROFOUND",0,"no"
"1558",2019-04-01,"EUROFOUND",0,"no"
"1559",2019-05-01,"EUROFOUND",1,"yes"
"1560",2019-06-01,"EUROFOUND",1,"yes"
"1561",2019-07-01,"EUROFOUND",0,"no"
"1562",2019-08-01,"EUROFOUND",0,"no"
"1563",2019-09-01,"EUROFOUND",0,"no"
"1564",2019-10-01,"EUROFOUND",0,"no"
"1565",2019-11-01,"EUROFOUND",0,"no"
"1566",2019-12-01,"EUROFOUND",0,"no"
"1567",2020-01-01,"EUROFOUND",0,"no"
"1568",2020-02-01,"EUROFOUND",0,"no"
"1569",2020-03-01,"EUROFOUND",0,"no"
"1570",2020-04-01,"EUROFOUND",0,"no"
"1571",2020-05-01,"EUROFOUND",1,"no"
"1572",2020-06-01,"EUROFOUND",1,"no"
"1573",2020-07-01,"EUROFOUND",1,"no"
"1574",2020-08-01,"EUROFOUND",0,"no"
"1575",2020-09-01,"EUROFOUND",0,"no"
"1576",2020-10-01,"EUROFOUND",1,"no"
"1577",2020-11-01,"EUROFOUND",0,"no"
"1578",2020-12-01,"EUROFOUND",0,"no"
"1579",2021-01-01,"EUROFOUND",0,"no"
"1580",2021-02-01,"EUROFOUND",0,"no"
"1581",2021-03-01,"EUROFOUND",1,"yes"
"1582",2021-04-01,"EUROFOUND",0,"no"
"1583",2021-05-01,"EUROFOUND",1,"no"
"1584",2021-06-01,"EUROFOUND",0,"no"
"1585",2015-07-01,"FRA",1,"no"
"1586",2015-08-01,"FRA",0,"no"
"1587",2015-09-01,"FRA",0,"no"
"1588",2015-10-01,"FRA",1,"no"
"1589",2015-11-01,"FRA",1,"no"
"1590",2015-12-01,"FRA",0,"no"
"1591",2016-01-01,"FRA",0,"no"
"1592",2016-02-01,"FRA",0,"no"
"1593",2016-03-01,"FRA",0,"no"
"1594",2016-04-01,"FRA",1,"no"
"1595",2016-05-01,"FRA",0,"no"
"1596",2016-06-01,"FRA",2,"no"
"1597",2016-07-01,"FRA",0,"no"
"1598",2016-08-01,"FRA",0,"no"
"1599",2016-09-01,"FRA",0,"no"
"1600",2016-10-01,"FRA",2,"no"
"1601",2016-11-01,"FRA",1,"no"
"1602",2016-12-01,"FRA",0,"no"
"1603",2017-01-01,"FRA",0,"no"
"1604",2017-02-01,"FRA",0,"no"
"1605",2017-03-01,"FRA",1,"no"
"1606",2017-04-01,"FRA",0,"no"
"1607",2017-05-01,"FRA",2,"no"
"1608",2017-06-01,"FRA",2,"no"
"1609",2017-07-01,"FRA",0,"no"
"1610",2017-08-01,"FRA",0,"no"
"1611",2017-09-01,"FRA",2,"no"
"1612",2017-10-01,"FRA",2,"no"
"1613",2017-11-01,"FRA",3,"no"
"1614",2017-12-01,"FRA",0,"no"
"1615",2018-01-01,"FRA",5,"yes"
"1616",2018-02-01,"FRA",1,"no"
"1617",2018-03-01,"FRA",1,"no"
"1618",2018-04-01,"FRA",1,"no"
"1619",2018-05-01,"FRA",1,"no"
"1620",2018-06-01,"FRA",0,"no"
"1621",2018-07-01,"FRA",0,"no"
"1622",2018-08-01,"FRA",1,"no"
"1623",2018-09-01,"FRA",2,"no"
"1624",2018-10-01,"FRA",0,"no"
"1625",2018-11-01,"FRA",5,"yes"
"1626",2018-12-01,"FRA",6,"yes"
"1627",2019-01-01,"FRA",0,"no"
"1628",2019-02-01,"FRA",4,"yes"
"1629",2019-03-01,"FRA",2,"no"
"1630",2019-04-01,"FRA",2,"no"
"1631",2019-05-01,"FRA",2,"no"
"1632",2019-06-01,"FRA",3,"no"
"1633",2019-07-01,"FRA",3,"no"
"1634",2019-08-01,"FRA",0,"no"
"1635",2019-09-01,"FRA",4,"yes"
"1636",2019-10-01,"FRA",2,"no"
"1637",2019-11-01,"FRA",2,"no"
"1638",2019-12-01,"FRA",0,"no"
"1639",2020-01-01,"FRA",1,"no"
"1640",2020-02-01,"FRA",1,"no"
"1641",2020-03-01,"FRA",2,"no"
"1642",2020-04-01,"FRA",2,"no"
"1643",2020-05-01,"FRA",2,"no"
"1644",2020-06-01,"FRA",8,"yes"
"1645",2020-07-01,"FRA",1,"no"
"1646",2020-08-01,"FRA",0,"no"
"1647",2020-09-01,"FRA",6,"yes"
"1648",2020-10-01,"FRA",1,"no"
"1649",2020-11-01,"FRA",0,"no"
"1650",2020-12-01,"FRA",2,"no"
"1651",2021-01-01,"FRA",1,"no"
"1652",2021-02-01,"FRA",1,"no"
"1653",2021-03-01,"FRA",3,"no"
"1654",2021-04-01,"FRA",5,"yes"
"1655",2021-05-01,"FRA",2,"no"
"1656",2021-06-01,"FRA",4,"no"
"1657",2015-07-01,"FRONTEX",27,"no"
"1658",2015-08-01,"FRONTEX",136,"yes"
"1659",2015-09-01,"FRONTEX",161,"yes"
"1660",2015-10-01,"FRONTEX",136,"yes"
"1661",2015-11-01,"FRONTEX",92,"yes"
"1662",2015-12-01,"FRONTEX",118,"yes"
"1663",2016-01-01,"FRONTEX",84,"no"
"1664",2016-02-01,"FRONTEX",115,"yes"
"1665",2016-03-01,"FRONTEX",102,"yes"
"1666",2016-04-01,"FRONTEX",148,"yes"
"1667",2016-05-01,"FRONTEX",51,"no"
"1668",2016-06-01,"FRONTEX",56,"no"
"1669",2016-07-01,"FRONTEX",34,"no"
"1670",2016-08-01,"FRONTEX",40,"no"
"1671",2016-09-01,"FRONTEX",45,"no"
"1672",2016-10-01,"FRONTEX",49,"no"
"1673",2016-11-01,"FRONTEX",20,"no"
"1674",2016-12-01,"FRONTEX",35,"no"
"1675",2017-01-01,"FRONTEX",47,"no"
"1676",2017-02-01,"FRONTEX",32,"no"
"1677",2017-03-01,"FRONTEX",44,"no"
"1678",2017-04-01,"FRONTEX",58,"no"
"1679",2017-05-01,"FRONTEX",52,"no"
"1680",2017-06-01,"FRONTEX",44,"no"
"1681",2017-07-01,"FRONTEX",115,"yes"
"1682",2017-08-01,"FRONTEX",47,"no"
"1683",2017-09-01,"FRONTEX",40,"no"
"1684",2017-10-01,"FRONTEX",12,"no"
"1685",2017-11-01,"FRONTEX",16,"no"
"1686",2017-12-01,"FRONTEX",16,"no"
"1687",2018-01-01,"FRONTEX",30,"no"
"1688",2018-02-01,"FRONTEX",37,"no"
"1689",2018-03-01,"FRONTEX",28,"no"
"1690",2018-04-01,"FRONTEX",17,"no"
"1691",2018-05-01,"FRONTEX",26,"no"
"1692",2018-06-01,"FRONTEX",153,"yes"
"1693",2018-07-01,"FRONTEX",103,"yes"
"1694",2018-08-01,"FRONTEX",47,"no"
"1695",2018-09-01,"FRONTEX",91,"yes"
"1696",2018-10-01,"FRONTEX",41,"no"
"1697",2018-11-01,"FRONTEX",18,"no"
"1698",2018-12-01,"FRONTEX",36,"no"
"1699",2019-01-01,"FRONTEX",31,"no"
"1700",2019-02-01,"FRONTEX",21,"no"
"1701",2019-03-01,"FRONTEX",32,"no"
"1702",2019-04-01,"FRONTEX",19,"no"
"1703",2019-05-01,"FRONTEX",32,"no"
"1704",2019-06-01,"FRONTEX",30,"no"
"1705",2019-07-01,"FRONTEX",23,"no"
"1706",2019-08-01,"FRONTEX",35,"no"
"1707",2019-09-01,"FRONTEX",28,"no"
"1708",2019-10-01,"FRONTEX",25,"no"
"1709",2019-11-01,"FRONTEX",29,"no"
"1710",2019-12-01,"FRONTEX",22,"no"
"1711",2020-01-01,"FRONTEX",19,"no"
"1712",2020-02-01,"FRONTEX",22,"no"
"1713",2020-03-01,"FRONTEX",119,"yes"
"1714",2020-04-01,"FRONTEX",17,"no"
"1715",2020-05-01,"FRONTEX",15,"no"
"1716",2020-06-01,"FRONTEX",15,"no"
"1717",2020-07-01,"FRONTEX",18,"no"
"1718",2020-08-01,"FRONTEX",15,"no"
"1719",2020-09-01,"FRONTEX",33,"no"
"1720",2020-10-01,"FRONTEX",27,"no"
"1721",2020-11-01,"FRONTEX",40,"no"
"1722",2020-12-01,"FRONTEX",47,"no"
"1723",2021-01-01,"FRONTEX",70,"yes"
"1724",2021-02-01,"FRONTEX",41,"no"
"1725",2021-03-01,"FRONTEX",40,"no"
"1726",2021-04-01,"FRONTEX",35,"no"
"1727",2021-05-01,"FRONTEX",45,"no"
"1728",2021-06-01,"FRONTEX",62,"no"
"1729",2015-07-01,"SRB",1,"no"
"1730",2015-08-01,"SRB",0,"no"
"1731",2015-09-01,"SRB",2,"no"
"1732",2015-10-01,"SRB",0,"no"
"1733",2015-11-01,"SRB",2,"no"
"1734",2015-12-01,"SRB",3,"no"
"1735",2016-01-01,"SRB",3,"no"
"1736",2016-02-01,"SRB",3,"no"
"1737",2016-03-01,"SRB",1,"no"
"1738",2016-04-01,"SRB",1,"no"
"1739",2016-05-01,"SRB",0,"no"
"1740",2016-06-01,"SRB",1,"no"
"1741",2016-07-01,"SRB",1,"no"
"1742",2016-08-01,"SRB",0,"no"
"1743",2016-09-01,"SRB",1,"no"
"1744",2016-10-01,"SRB",2,"no"
"1745",2016-11-01,"SRB",3,"no"
"1746",2016-12-01,"SRB",3,"no"
"1747",2017-01-01,"SRB",0,"no"
"1748",2017-02-01,"SRB",0,"no"
"1749",2017-03-01,"SRB",0,"no"
"1750",2017-04-01,"SRB",2,"no"
"1751",2017-05-01,"SRB",2,"no"
"1752",2017-06-01,"SRB",57,"yes"
"1753",2017-07-01,"SRB",29,"yes"
"1754",2017-08-01,"SRB",13,"yes"
"1755",2017-09-01,"SRB",19,"yes"
"1756",2017-10-01,"SRB",6,"no"
"1757",2017-11-01,"SRB",11,"yes"
"1758",2017-12-01,"SRB",19,"yes"
"1759",2018-01-01,"SRB",9,"yes"
"1760",2018-02-01,"SRB",23,"yes"
"1761",2018-03-01,"SRB",6,"no"
"1762",2018-04-01,"SRB",4,"no"
"1763",2018-05-01,"SRB",5,"no"
"1764",2018-06-01,"SRB",12,"yes"
"1765",2018-07-01,"SRB",8,"yes"
"1766",2018-08-01,"SRB",10,"yes"
"1767",2018-09-01,"SRB",4,"no"
"1768",2018-10-01,"SRB",3,"no"
"1769",2018-11-01,"SRB",3,"no"
"1770",2018-12-01,"SRB",2,"no"
"1771",2019-01-01,"SRB",0,"no"
"1772",2019-02-01,"SRB",1,"no"
"1773",2019-03-01,"SRB",4,"no"
"1774",2019-04-01,"SRB",5,"no"
"1775",2019-05-01,"SRB",4,"no"
"1776",2019-06-01,"SRB",2,"no"
"1777",2019-07-01,"SRB",5,"no"
"1778",2019-08-01,"SRB",0,"no"
"1779",2019-09-01,"SRB",1,"no"
"1780",2019-10-01,"SRB",1,"no"
"1781",2019-11-01,"SRB",2,"no"
"1782",2019-12-01,"SRB",2,"no"
"1783",2020-01-01,"SRB",1,"no"
"1784",2020-02-01,"SRB",1,"no"
"1785",2020-03-01,"SRB",2,"no"
"1786",2020-04-01,"SRB",2,"no"
"1787",2020-05-01,"SRB",1,"no"
"1788",2020-06-01,"SRB",1,"no"
"1789",2020-07-01,"SRB",0,"no"
"1790",2020-08-01,"SRB",1,"no"
"1791",2020-09-01,"SRB",0,"no"
"1792",2020-10-01,"SRB",9,"yes"
"1793",2020-11-01,"SRB",1,"no"
"1794",2020-12-01,"SRB",0,"no"
"1795",2021-01-01,"SRB",1,"no"
"1796",2021-02-01,"SRB",0,"no"
"1797",2021-03-01,"SRB",0,"no"
"1798",2021-04-01,"SRB",0,"no"
"1799",2021-05-01,"SRB",2,"no"
"1800",2021-06-01,"SRB",0,"no"
