"","agencyname","day","hearing"
"15334","EMA",2015-12-23,0
"15335","EMA",2015-12-24,0
"15336","EMA",2015-12-25,0
"15337","EMA",2015-12-26,0
"15338","EMA",2015-12-27,0
"15339","EMA",2015-12-28,0
"15340","EMA",2015-12-29,0
"15341","EMA",2015-12-30,0
"15342","EMA",2015-12-31,0
"15343","EMA",2016-01-01,0
"15344","EMA",2016-01-02,0
"15345","EMA",2016-01-03,0
"15346","EMA",2016-01-04,0
"15347","EMA",2016-01-05,0
"15348","EMA",2016-01-06,0
"15349","EMA",2016-01-07,0
"15350","EMA",2016-01-08,0
"15351","EMA",2016-01-09,0
"15352","EMA",2016-01-10,0
"15353","EMA",2016-01-11,0
"15354","EMA",2016-01-12,0
"15355","EMA",2016-01-13,0
"15356","EMA",2016-01-14,0
"15357","EMA",2016-01-15,0
"15358","EMA",2016-01-16,0
"15359","EMA",2016-01-17,0
"15360","EMA",2016-01-18,0
"15361","EMA",2016-01-19,0
"15362","EMA",2016-01-20,0
"15363","EMA",2016-01-21,0
"15364","EMA",2016-01-22,0
"15365","EMA",2016-01-23,0
"15366","EMA",2016-01-24,0
"15367","EMA",2016-01-25,0
"15368","EMA",2016-01-26,0
"15369","EMA",2016-01-27,0
"15370","EMA",2016-01-28,0
"15371","EMA",2016-01-29,0
"15372","EMA",2016-01-30,0
"15373","EMA",2016-01-31,0
"15374","EMA",2016-02-01,0
"15375","EMA",2016-02-02,0
"15376","EMA",2016-02-03,0
"15377","EMA",2016-02-04,0
"15378","EMA",2016-02-05,0
"15379","EMA",2016-02-06,0
"15380","EMA",2016-02-07,0
"15381","EMA",2016-02-08,0
"15382","EMA",2016-02-09,0
"15383","EMA",2016-02-10,0
"15384","EMA",2016-02-11,0
"15385","EMA",2016-02-12,0
"15386","EMA",2016-02-13,0
"15387","EMA",2016-02-14,0
"15388","EMA",2016-02-15,0
"15389","EMA",2016-02-16,0
"15390","EMA",2016-02-17,0
"15391","EMA",2016-02-18,0
"15392","EMA",2016-02-19,0
"15393","EMA",2016-02-20,0
"15394","EMA",2016-02-21,0
"15395","EMA",2016-02-22,0
"15396","EMA",2016-02-23,0
"15397","EMA",2016-02-24,0
"15398","EMA",2016-02-25,0
"15399","EMA",2016-02-26,0
"15400","EMA",2016-02-27,0
"15401","EMA",2016-02-28,0
"15402","EMA",2016-02-29,0
"15403","EMA",2016-03-01,0
"15404","EMA",2016-03-02,0
"15405","EMA",2016-03-03,0
"15406","EMA",2016-03-04,0
"15407","EMA",2016-03-05,0
"15408","EMA",2016-03-06,0
"15409","EMA",2016-03-07,0
"15410","EMA",2016-03-08,0
"15411","EMA",2016-03-09,0
"15412","EMA",2016-03-10,0
"15413","EMA",2016-03-11,0
"15414","EMA",2016-03-12,0
"15415","EMA",2016-03-13,0
"15416","EMA",2016-03-14,0
"15417","EMA",2016-03-15,0
"15418","EMA",2016-03-16,0
"15419","EMA",2016-03-17,0
"15420","EMA",2016-03-18,0
"15421","EMA",2016-03-19,0
"15422","EMA",2016-03-20,0
"15423","EMA",2016-03-21,0
"15424","EMA",2016-03-22,0
"15425","EMA",2016-03-23,0
"15426","EMA",2016-03-24,0
"15427","EMA",2016-03-25,0
"15428","EMA",2016-03-26,0
"15429","EMA",2016-03-27,0
"15430","EMA",2016-03-28,0
"15431","EMA",2016-03-29,0
"15432","EMA",2016-03-30,0
"15433","EMA",2016-03-31,0
"15434","EMA",2016-04-01,0
"15435","EMA",2016-04-02,0
"15436","EMA",2016-04-03,0
"15437","EMA",2016-04-04,0
"15438","EMA",2016-04-05,0
"15439","EMA",2016-04-06,0
"15440","EMA",2016-04-07,0
"15441","EMA",2016-04-08,0
"15442","EMA",2016-04-09,0
"15443","EMA",2016-04-10,0
"15444","EMA",2016-04-11,0
"15445","EMA",2016-04-12,0
"15446","EMA",2016-04-13,0
"15447","EMA",2016-04-14,0
"15448","EMA",2016-04-15,0
"15449","EMA",2016-04-16,0
"15450","EMA",2016-04-17,0
"15451","EMA",2016-04-18,0
"15452","EMA",2016-04-19,0
"15453","EMA",2016-04-20,0
"15454","EMA",2016-04-21,0
"15455","EMA",2016-04-22,0
"15456","EMA",2016-04-23,0
"15457","EMA",2016-04-24,0
"15458","EMA",2016-04-25,0
"15459","EMA",2016-04-26,0
"15460","EMA",2016-04-27,0
"15461","EMA",2016-04-28,0
"15462","EMA",2016-04-29,0
"15463","EMA",2016-04-30,0
"15464","EMA",2016-05-01,0
"15465","EMA",2016-05-02,0
"15466","EMA",2016-05-03,0
"15467","EMA",2016-05-04,0
"15468","EMA",2016-05-05,0
"15469","EMA",2016-05-06,0
"15470","EMA",2016-05-07,0
"15471","EMA",2016-05-08,0
"15472","EMA",2016-05-09,0
"15473","EMA",2016-05-10,0
"15474","EMA",2016-05-11,0
"15475","EMA",2016-05-12,0
"15476","EMA",2016-05-13,0
"15477","EMA",2016-05-14,0
"15478","EMA",2016-05-15,0
"15479","EMA",2016-05-16,0
"15480","EMA",2016-05-17,0
"15481","EMA",2016-05-18,0
"15482","EMA",2016-05-19,0
"15483","EMA",2016-05-20,0
"15484","EMA",2016-05-21,0
"15485","EMA",2016-05-22,0
"15486","EMA",2016-05-23,0
"15487","EMA",2016-05-24,0
"15488","EMA",2016-05-25,0
"15489","EMA",2016-05-26,0
"15490","EMA",2016-05-27,0
"15491","EMA",2016-05-28,0
"15492","EMA",2016-05-29,0
"15493","EMA",2016-05-30,0
"15494","EMA",2016-05-31,0
"15495","EMA",2016-06-01,0
"15496","EMA",2016-06-02,0
"15497","EMA",2016-06-03,0
"15498","EMA",2016-06-04,0
"15499","EMA",2016-06-05,0
"15500","EMA",2016-06-06,0
"15501","EMA",2016-06-07,0
"15502","EMA",2016-06-08,0
"15503","EMA",2016-06-09,0
"15504","EMA",2016-06-10,0
"15505","EMA",2016-06-11,0
"15506","EMA",2016-06-12,0
"15507","EMA",2016-06-13,0
"15508","EMA",2016-06-14,0
"15509","EMA",2016-06-15,0
"15510","EMA",2016-06-16,0
"15511","EMA",2016-06-17,0
"15512","EMA",2016-06-18,0
"15513","EMA",2016-06-19,0
"15514","EMA",2016-06-20,0
"15515","EMA",2016-06-21,0
"15516","EMA",2016-06-22,0
"15517","EMA",2016-06-23,0
"15518","EMA",2016-06-24,0
"15519","EMA",2016-06-25,0
"15520","EMA",2016-06-26,0
"15521","EMA",2016-06-27,0
"15522","EMA",2016-06-28,0
"15523","EMA",2016-06-29,0
"15524","EMA",2016-06-30,0
"15525","EMA",2016-07-01,0
"15526","EMA",2016-07-02,0
"15527","EMA",2016-07-03,0
"15528","EMA",2016-07-04,0
"15529","EMA",2016-07-05,0
"15530","EMA",2016-07-06,0
"15531","EMA",2016-07-07,0
"15532","EMA",2016-07-08,0
"15533","EMA",2016-07-09,0
"15534","EMA",2016-07-10,0
"15535","EMA",2016-07-11,0
"15536","EMA",2016-07-12,0
"15537","EMA",2016-07-13,0
"15538","EMA",2016-07-14,0
"15539","EMA",2016-07-15,0
"15540","EMA",2016-07-16,0
"15541","EMA",2016-07-17,0
"15542","EMA",2016-07-18,0
"15543","EMA",2016-07-19,0
"15544","EMA",2016-07-20,0
"15545","EMA",2016-07-21,0
"15546","EMA",2016-07-22,0
"15547","EMA",2016-07-23,0
"15548","EMA",2016-07-24,0
"15549","EMA",2016-07-25,0
"15550","EMA",2016-07-26,0
"15551","EMA",2016-07-27,0
"15552","EMA",2016-07-28,0
"15553","EMA",2016-07-29,0
"15554","EMA",2016-07-30,0
"15555","EMA",2016-07-31,0
"15556","EMA",2016-08-01,0
"15557","EMA",2016-08-02,0
"15558","EMA",2016-08-03,0
"15559","EMA",2016-08-04,0
"15560","EMA",2016-08-05,0
"15561","EMA",2016-08-06,0
"15562","EMA",2016-08-07,0
"15563","EMA",2016-08-08,0
"15564","EMA",2016-08-09,0
"15565","EMA",2016-08-10,0
"15566","EMA",2016-08-11,0
"15567","EMA",2016-08-12,0
"15568","EMA",2016-08-13,0
"15569","EMA",2016-08-14,0
"15570","EMA",2016-08-15,0
"15571","EMA",2016-08-16,0
"15572","EMA",2016-08-17,0
"15573","EMA",2016-08-18,0
"15574","EMA",2016-08-19,0
"15575","EMA",2016-08-20,0
"15576","EMA",2016-08-21,0
"15577","EMA",2016-08-22,0
"15578","EMA",2016-08-23,0
"15579","EMA",2016-08-24,0
"15580","EMA",2016-08-25,0
"15581","EMA",2016-08-26,0
"15582","EMA",2016-08-27,0
"15583","EMA",2016-08-28,0
"15584","EMA",2016-08-29,0
"15585","EMA",2016-08-30,0
"15586","EMA",2016-08-31,0
"15587","EMA",2016-09-01,0
"15588","EMA",2016-09-02,0
"15589","EMA",2016-09-03,0
"15590","EMA",2016-09-04,0
"15591","EMA",2016-09-05,0
"15592","EMA",2016-09-06,0
"15593","EMA",2016-09-07,0
"15594","EMA",2016-09-08,0
"15595","EMA",2016-09-09,0
"15596","EMA",2016-09-10,0
"15597","EMA",2016-09-11,0
"15598","EMA",2016-09-12,0
"15599","EMA",2016-09-13,0
"15600","EMA",2016-09-14,0
"15601","EMA",2016-09-15,0
"15602","EMA",2016-09-16,0
"15603","EMA",2016-09-17,0
"15604","EMA",2016-09-18,0
"15605","EMA",2016-09-19,0
"15606","EMA",2016-09-20,0
"15607","EMA",2016-09-21,0
"15608","EMA",2016-09-22,0
"15609","EMA",2016-09-23,0
"15610","EMA",2016-09-24,0
"15611","EMA",2016-09-25,0
"15612","EMA",2016-09-26,0
"15613","EMA",2016-09-27,0
"15614","EMA",2016-09-28,0
"15615","EMA",2016-09-29,0
"15616","EMA",2016-09-30,0
"15617","EMA",2016-10-01,0
"15618","EMA",2016-10-02,0
"15619","EMA",2016-10-03,0
"15620","EMA",2016-10-04,0
"15621","EMA",2016-10-05,0
"15622","EMA",2016-10-06,0
"15623","EMA",2016-10-07,0
"15624","EMA",2016-10-08,0
"15625","EMA",2016-10-09,0
"15626","EMA",2016-10-10,0
"15627","EMA",2016-10-11,0
"15628","EMA",2016-10-12,0
"15629","EMA",2016-10-13,0
"15630","EMA",2016-10-14,0
"15631","EMA",2016-10-15,0
"15632","EMA",2016-10-16,0
"15633","EMA",2016-10-17,0
"15634","EMA",2016-10-18,0
"15635","EMA",2016-10-19,0
"15636","EMA",2016-10-20,0
"15637","EMA",2016-10-21,0
"15638","EMA",2016-10-22,0
"15639","EMA",2016-10-23,0
"15640","EMA",2016-10-24,0
"15641","EMA",2016-10-25,0
"15642","EMA",2016-10-26,0
"15643","EMA",2016-10-27,0
"15644","EMA",2016-10-28,0
"15645","EMA",2016-10-29,0
"15646","EMA",2016-10-30,0
"15647","EMA",2016-10-31,0
"15648","EMA",2016-11-01,0
"15649","EMA",2016-11-02,0
"15650","EMA",2016-11-03,0
"15651","EMA",2016-11-04,0
"15652","EMA",2016-11-05,0
"15653","EMA",2016-11-06,0
"15654","EMA",2016-11-07,0
"15655","EMA",2016-11-08,0
"15656","EMA",2016-11-09,0
"15657","EMA",2016-11-10,0
"15658","EMA",2016-11-11,0
"15659","EMA",2016-11-12,0
"15660","EMA",2016-11-13,0
"15661","EMA",2016-11-14,0
"15662","EMA",2016-11-15,0
"15663","EMA",2016-11-16,0
"15664","EMA",2016-11-17,0
"15665","EMA",2016-11-18,0
"15666","EMA",2016-11-19,0
"15667","EMA",2016-11-20,0
"15668","EMA",2016-11-21,0
"15669","EMA",2016-11-22,0
"15670","EMA",2016-11-23,0
"15671","EMA",2016-11-24,0
"15672","EMA",2016-11-25,0
"15673","EMA",2016-11-26,0
"15674","EMA",2016-11-27,0
"15675","EMA",2016-11-28,0
"15676","EMA",2016-11-29,0
"15677","EMA",2016-11-30,0
"15678","EMA",2016-12-01,0
"15679","EMA",2016-12-02,0
"15680","EMA",2016-12-03,0
"15681","EMA",2016-12-04,0
"15682","EMA",2016-12-05,0
"15683","EMA",2016-12-06,0
"15684","EMA",2016-12-07,0
"15685","EMA",2016-12-08,0
"15686","EMA",2016-12-09,0
"15687","EMA",2016-12-10,0
"15688","EMA",2016-12-11,0
"15689","EMA",2016-12-12,0
"15690","EMA",2016-12-13,0
"15691","EMA",2016-12-14,0
"15692","EMA",2016-12-15,0
"15693","EMA",2016-12-16,0
"15694","EMA",2016-12-17,0
"15695","EMA",2016-12-18,0
"15696","EMA",2016-12-19,0
"15697","EMA",2016-12-20,0
"15698","EMA",2016-12-21,0
"15699","EMA",2016-12-22,0
"15700","EMA",2016-12-23,0
"15701","EMA",2016-12-24,0
"15702","EMA",2016-12-25,0
"15703","EMA",2016-12-26,0
"15704","EMA",2016-12-27,0
"15705","EMA",2016-12-28,0
"15706","EMA",2016-12-29,0
"15707","EMA",2016-12-30,0
"15708","EMA",2016-12-31,0
"15709","EMA",2017-01-01,0
"15710","EMA",2017-01-02,0
"15711","EMA",2017-01-03,0
"15712","EMA",2017-01-04,0
"15713","EMA",2017-01-05,0
"15714","EMA",2017-01-06,0
"15715","EMA",2017-01-07,0
"15716","EMA",2017-01-08,0
"15717","EMA",2017-01-09,0
"15718","EMA",2017-01-10,0
"15719","EMA",2017-01-11,0
"15720","EMA",2017-01-12,0
"15721","EMA",2017-01-13,0
"15722","EMA",2017-01-14,0
"15723","EMA",2017-01-15,0
"15724","EMA",2017-01-16,0
"15725","EMA",2017-01-17,0
"15726","EMA",2017-01-18,0
"15727","EMA",2017-01-19,0
"15728","EMA",2017-01-20,0
"15729","EMA",2017-01-21,0
"15730","EMA",2017-01-22,0
"15731","EMA",2017-01-23,0
"15732","EMA",2017-01-24,0
"15733","EMA",2017-01-25,0
"15734","EMA",2017-01-26,0
"15735","EMA",2017-01-27,0
"15736","EMA",2017-01-28,0
"15737","EMA",2017-01-29,0
"15738","EMA",2017-01-30,0
"15739","EMA",2017-01-31,0
"15740","EMA",2017-02-01,0
"15741","EMA",2017-02-02,0
"15742","EMA",2017-02-03,0
"15743","EMA",2017-02-04,0
"15744","EMA",2017-02-05,0
"15745","EMA",2017-02-06,0
"15746","EMA",2017-02-07,0
"15747","EMA",2017-02-08,0
"15748","EMA",2017-02-09,0
"15749","EMA",2017-02-10,0
"15750","EMA",2017-02-11,0
"15751","EMA",2017-02-12,0
"15752","EMA",2017-02-13,0
"15753","EMA",2017-02-14,0
"15754","EMA",2017-02-15,0
"15755","EMA",2017-02-16,0
"15756","EMA",2017-02-17,0
"15757","EMA",2017-02-18,0
"15758","EMA",2017-02-19,0
"15759","EMA",2017-02-20,0
"15760","EMA",2017-02-21,0
"15761","EMA",2017-02-22,0
"15762","EMA",2017-02-23,0
"15763","EMA",2017-02-24,0
"15764","EMA",2017-02-25,0
"15765","EMA",2017-02-26,0
"15766","EMA",2017-02-27,0
"15767","EMA",2017-02-28,0
"15768","EMA",2017-03-01,0
"15769","EMA",2017-03-02,0
"15770","EMA",2017-03-03,0
"15771","EMA",2017-03-04,0
"15772","EMA",2017-03-05,0
"15773","EMA",2017-03-06,0
"15774","EMA",2017-03-07,0
"15775","EMA",2017-03-08,0
"15776","EMA",2017-03-09,0
"15777","EMA",2017-03-10,0
"15778","EMA",2017-03-11,0
"15779","EMA",2017-03-12,0
"15780","EMA",2017-03-13,0
"15781","EMA",2017-03-14,0
"15782","EMA",2017-03-15,0
"15783","EMA",2017-03-16,0
"15784","EMA",2017-03-17,0
"15785","EMA",2017-03-18,0
"15786","EMA",2017-03-19,0
"15787","EMA",2017-03-20,0
"15788","EMA",2017-03-21,0
"15789","EMA",2017-03-22,0
"15790","EMA",2017-03-23,0
"15791","EMA",2017-03-24,0
"15792","EMA",2017-03-25,0
"15793","EMA",2017-03-26,0
"15794","EMA",2017-03-27,0
"15795","EMA",2017-03-28,0
"15796","EMA",2017-03-29,0
"15797","EMA",2017-03-30,0
"15798","EMA",2017-03-31,0
"15799","EMA",2017-04-01,0
"15800","EMA",2017-04-02,0
"15801","EMA",2017-04-03,0
"15802","EMA",2017-04-04,0
"15803","EMA",2017-04-05,0
"15804","EMA",2017-04-06,0
"15805","EMA",2017-04-07,0
"15806","EMA",2017-04-08,0
"15807","EMA",2017-04-09,0
"15808","EMA",2017-04-10,0
"15809","EMA",2017-04-11,0
"15810","EMA",2017-04-12,0
"15811","EMA",2017-04-13,0
"15812","EMA",2017-04-14,0
"15813","EMA",2017-04-15,0
"15814","EMA",2017-04-16,0
"15815","EMA",2017-04-17,0
"15816","EMA",2017-04-18,0
"15817","EMA",2017-04-19,0
"15818","EMA",2017-04-20,0
"15819","EMA",2017-04-21,0
"15820","EMA",2017-04-22,0
"15821","EMA",2017-04-23,0
"15822","EMA",2017-04-24,0
"15823","EMA",2017-04-25,1
"15824","EMA",2017-04-26,0
"15825","EMA",2017-04-27,0
"15826","EMA",2017-04-28,0
"15827","EMA",2017-04-29,0
"15828","EMA",2017-04-30,0
"15829","EMA",2017-05-01,0
"15830","EMA",2017-05-02,0
"15831","EMA",2017-05-03,0
"15832","EMA",2017-05-04,0
"15833","EMA",2017-05-05,0
"15834","EMA",2017-05-06,0
"15835","EMA",2017-05-07,0
"15836","EMA",2017-05-08,0
"15837","EMA",2017-05-09,0
"15838","EMA",2017-05-10,0
"15839","EMA",2017-05-11,0
"15840","EMA",2017-05-12,0
"15841","EMA",2017-05-13,0
"15842","EMA",2017-05-14,0
"15843","EMA",2017-05-15,0
"15844","EMA",2017-05-16,0
"15845","EMA",2017-05-17,0
"15846","EMA",2017-05-18,0
"15847","EMA",2017-05-19,0
"15848","EMA",2017-05-20,0
"15849","EMA",2017-05-21,0
"15850","EMA",2017-05-22,0
"15851","EMA",2017-05-23,0
"15852","EMA",2017-05-24,0
"15853","EMA",2017-05-25,0
"15854","EMA",2017-05-26,0
"15855","EMA",2017-05-27,0
"15856","EMA",2017-05-28,0
"15857","EMA",2017-05-29,0
"15858","EMA",2017-05-30,0
"15859","EMA",2017-05-31,0
"15860","EMA",2017-06-01,0
"15861","EMA",2017-06-02,0
"15862","EMA",2017-06-03,0
"15863","EMA",2017-06-04,0
"15864","EMA",2017-06-05,0
"15865","EMA",2017-06-06,0
"15866","EMA",2017-06-07,0
"15867","EMA",2017-06-08,0
"15868","EMA",2017-06-09,0
"15869","EMA",2017-06-10,0
"15870","EMA",2017-06-11,0
"15871","EMA",2017-06-12,0
"15872","EMA",2017-06-13,0
"15873","EMA",2017-06-14,0
"15874","EMA",2017-06-15,0
"15875","EMA",2017-06-16,0
"15876","EMA",2017-06-17,0
"15877","EMA",2017-06-18,0
"15878","EMA",2017-06-19,0
"15879","EMA",2017-06-20,0
"15880","EMA",2017-06-21,0
"15881","EMA",2017-06-22,0
"15882","EMA",2017-06-23,0
"15883","EMA",2017-06-24,0
"15884","EMA",2017-06-25,0
"15885","EMA",2017-06-26,0
"15886","EMA",2017-06-27,0
"15887","EMA",2017-06-28,0
"15888","EMA",2017-06-29,0
"15889","EMA",2017-06-30,0
"15890","EMA",2017-07-01,0
"15891","EMA",2017-07-02,0
"15892","EMA",2017-07-03,0
"15893","EMA",2017-07-04,0
"15894","EMA",2017-07-05,0
"15895","EMA",2017-07-06,0
"15896","EMA",2017-07-07,0
"15897","EMA",2017-07-08,0
"15898","EMA",2017-07-09,0
"15899","EMA",2017-07-10,0
"15900","EMA",2017-07-11,0
"15901","EMA",2017-07-12,0
"15902","EMA",2017-07-13,0
"15903","EMA",2017-07-14,0
"15904","EMA",2017-07-15,0
"15905","EMA",2017-07-16,0
"15906","EMA",2017-07-17,0
"15907","EMA",2017-07-18,0
"15908","EMA",2017-07-19,0
"15909","EMA",2017-07-20,0
"15910","EMA",2017-07-21,0
"15911","EMA",2017-07-22,0
"15912","EMA",2017-07-23,0
"15913","EMA",2017-07-24,0
"15914","EMA",2017-07-25,0
"15915","EMA",2017-07-26,0
"15916","EMA",2017-07-27,0
"15917","EMA",2017-07-28,0
"15918","EMA",2017-07-29,0
"15919","EMA",2017-07-30,0
"15920","EMA",2017-07-31,0
"15921","EMA",2017-08-01,0
"15922","EMA",2017-08-02,0
"15923","EMA",2017-08-03,0
"15924","EMA",2017-08-04,0
"15925","EMA",2017-08-05,0
"15926","EMA",2017-08-06,0
"15927","EMA",2017-08-07,0
"15928","EMA",2017-08-08,0
"15929","EMA",2017-08-09,0
"15930","EMA",2017-08-10,0
"15931","EMA",2017-08-11,0
"15932","EMA",2017-08-12,0
"15933","EMA",2017-08-13,0
"15934","EMA",2017-08-14,0
"15935","EMA",2017-08-15,0
"15936","EMA",2017-08-16,0
"15937","EMA",2017-08-17,0
"15938","EMA",2017-08-18,0
"15939","EMA",2017-08-19,0
"15940","EMA",2017-08-20,0
"15941","EMA",2017-08-21,0
"15942","EMA",2017-08-22,0
"15943","EMA",2017-08-23,0
"15944","EMA",2017-08-24,0
"15945","EMA",2017-08-25,0
"15946","EMA",2017-08-26,0
"15947","EMA",2017-08-27,0
"15948","EMA",2017-08-28,0
"15949","EMA",2017-08-29,0
"15950","EMA",2017-08-30,0
"15951","EMA",2017-08-31,0
"15952","EMA",2017-09-01,0
"15953","EMA",2017-09-02,0
"15954","EMA",2017-09-03,0
"15955","EMA",2017-09-04,0
"15956","EMA",2017-09-05,0
"15957","EMA",2017-09-06,0
"15958","EMA",2017-09-07,0
"15959","EMA",2017-09-08,0
"15960","EMA",2017-09-09,0
"15961","EMA",2017-09-10,0
"15962","EMA",2017-09-11,0
"15963","EMA",2017-09-12,0
"15964","EMA",2017-09-13,0
"15965","EMA",2017-09-14,0
"15966","EMA",2017-09-15,0
"15967","EMA",2017-09-16,0
"15968","EMA",2017-09-17,0
"15969","EMA",2017-09-18,0
"15970","EMA",2017-09-19,0
"15971","EMA",2017-09-20,0
"15972","EMA",2017-09-21,0
"15973","EMA",2017-09-22,0
"15974","EMA",2017-09-23,0
"15975","EMA",2017-09-24,0
"15976","EMA",2017-09-25,0
"15977","EMA",2017-09-26,0
"15978","EMA",2017-09-27,0
"15979","EMA",2017-09-28,0
"15980","EMA",2017-09-29,0
"15981","EMA",2017-09-30,0
"15982","EMA",2017-10-01,0
"15983","EMA",2017-10-02,0
"15984","EMA",2017-10-03,0
"15985","EMA",2017-10-04,0
"15986","EMA",2017-10-05,0
"15987","EMA",2017-10-06,0
"15988","EMA",2017-10-07,0
"15989","EMA",2017-10-08,0
"15990","EMA",2017-10-09,0
"15991","EMA",2017-10-10,0
"15992","EMA",2017-10-11,0
"15993","EMA",2017-10-12,0
"15994","EMA",2017-10-13,0
"15995","EMA",2017-10-14,0
"15996","EMA",2017-10-15,0
"15997","EMA",2017-10-16,0
"15998","EMA",2017-10-17,0
"15999","EMA",2017-10-18,0
"16000","EMA",2017-10-19,0
"16001","EMA",2017-10-20,0
"16002","EMA",2017-10-21,0
"16003","EMA",2017-10-22,0
"16004","EMA",2017-10-23,0
"16005","EMA",2017-10-24,0
"16006","EMA",2017-10-25,0
"16007","EMA",2017-10-26,0
"16008","EMA",2017-10-27,0
"16009","EMA",2017-10-28,0
"16010","EMA",2017-10-29,0
"16011","EMA",2017-10-30,0
"16012","EMA",2017-10-31,0
"16013","EMA",2017-11-01,0
"16014","EMA",2017-11-02,0
"16015","EMA",2017-11-03,0
"16016","EMA",2017-11-04,0
"16017","EMA",2017-11-05,0
"16018","EMA",2017-11-06,0
"16019","EMA",2017-11-07,0
"16020","EMA",2017-11-08,0
"16021","EMA",2017-11-09,0
"16022","EMA",2017-11-10,0
"16023","EMA",2017-11-11,0
"16024","EMA",2017-11-12,0
"16025","EMA",2017-11-13,0
"16026","EMA",2017-11-14,0
"16027","EMA",2017-11-15,0
"16028","EMA",2017-11-16,0
"16029","EMA",2017-11-17,0
"16030","EMA",2017-11-18,0
"16031","EMA",2017-11-19,0
"16032","EMA",2017-11-20,0
"16033","EMA",2017-11-21,0
"16034","EMA",2017-11-22,0
"16035","EMA",2017-11-23,0
"16036","EMA",2017-11-24,0
"16037","EMA",2017-11-25,0
"16038","EMA",2017-11-26,0
"16039","EMA",2017-11-27,0
"16040","EMA",2017-11-28,0
"16041","EMA",2017-11-29,0
"16042","EMA",2017-11-30,0
"16043","EMA",2017-12-01,0
"16044","EMA",2017-12-02,0
"16045","EMA",2017-12-03,0
"16046","EMA",2017-12-04,0
"16047","EMA",2017-12-05,0
"16048","EMA",2017-12-06,0
"16049","EMA",2017-12-07,0
"16050","EMA",2017-12-08,0
"16051","EMA",2017-12-09,0
"16052","EMA",2017-12-10,0
"16053","EMA",2017-12-11,0
"16054","EMA",2017-12-12,0
"16055","EMA",2017-12-13,0
"16056","EMA",2017-12-14,0
"16057","EMA",2017-12-15,0
"16058","EMA",2017-12-16,0
"16059","EMA",2017-12-17,0
"16060","EMA",2017-12-18,0
"16061","EMA",2017-12-19,0
"16062","EMA",2017-12-20,0
"16063","EMA",2017-12-21,0
"16064","EMA",2017-12-22,0
"16065","EMA",2017-12-23,0
"16066","EMA",2017-12-24,0
"16067","EMA",2017-12-25,0
"16068","EMA",2017-12-26,0
"16069","EMA",2017-12-27,0
"16070","EMA",2017-12-28,0
"16071","EMA",2017-12-29,0
"16072","EMA",2017-12-30,0
"16073","EMA",2017-12-31,0
"16074","EMA",2018-01-01,0
"16075","EMA",2018-01-02,0
"16076","EMA",2018-01-03,0
"16077","EMA",2018-01-04,0
"16078","EMA",2018-01-05,0
"16079","EMA",2018-01-06,0
"16080","EMA",2018-01-07,0
"16081","EMA",2018-01-08,0
"16082","EMA",2018-01-09,0
"16083","EMA",2018-01-10,0
"16084","EMA",2018-01-11,0
"16085","EMA",2018-01-12,0
"16086","EMA",2018-01-13,0
"16087","EMA",2018-01-14,0
"16088","EMA",2018-01-15,0
"16089","EMA",2018-01-16,0
"16090","EMA",2018-01-17,0
"16091","EMA",2018-01-18,0
"16092","EMA",2018-01-19,0
"16093","EMA",2018-01-20,0
"16094","EMA",2018-01-21,0
"16095","EMA",2018-01-22,0
"16096","EMA",2018-01-23,0
"16097","EMA",2018-01-24,0
"16098","EMA",2018-01-25,1
"16099","EMA",2018-01-26,0
"16100","EMA",2018-01-27,0
"16101","EMA",2018-01-28,0
"16102","EMA",2018-01-29,0
"16103","EMA",2018-01-30,0
"16104","EMA",2018-01-31,0
"16105","EMA",2018-02-01,0
"16106","EMA",2018-02-02,0
"16107","EMA",2018-02-03,0
"16108","EMA",2018-02-04,0
"16109","EMA",2018-02-05,0
"16110","EMA",2018-02-06,0
"16111","EMA",2018-02-07,0
"16112","EMA",2018-02-08,0
"16113","EMA",2018-02-09,0
"16114","EMA",2018-02-10,0
"16115","EMA",2018-02-11,0
"16116","EMA",2018-02-12,0
"16117","EMA",2018-02-13,0
"16118","EMA",2018-02-14,0
"16119","EMA",2018-02-15,0
"16120","EMA",2018-02-16,0
"16121","EMA",2018-02-17,0
"16122","EMA",2018-02-18,0
"16123","EMA",2018-02-19,0
"16124","EMA",2018-02-20,0
"16125","EMA",2018-02-21,0
"16126","EMA",2018-02-22,0
"16127","EMA",2018-02-23,0
"16128","EMA",2018-02-24,0
"16129","EMA",2018-02-25,0
"16130","EMA",2018-02-26,0
"16131","EMA",2018-02-27,0
"16132","EMA",2018-02-28,0
"16133","EMA",2018-03-01,0
"16134","EMA",2018-03-02,0
"16135","EMA",2018-03-03,0
"16136","EMA",2018-03-04,0
"16137","EMA",2018-03-05,0
"16138","EMA",2018-03-06,0
"16139","EMA",2018-03-07,0
"16140","EMA",2018-03-08,0
"16141","EMA",2018-03-09,0
"16142","EMA",2018-03-10,0
"16143","EMA",2018-03-11,0
"16144","EMA",2018-03-12,1
"16145","EMA",2018-03-13,0
"16146","EMA",2018-03-14,0
"16147","EMA",2018-03-15,0
"16148","EMA",2018-03-16,0
"16149","EMA",2018-03-17,0
"16150","EMA",2018-03-18,0
"16151","EMA",2018-03-19,0
"16152","EMA",2018-03-20,0
"16153","EMA",2018-03-21,0
"16154","EMA",2018-03-22,0
"16155","EMA",2018-03-23,0
