"","agencyname","day","hearing"
"5268","EBA",2018-08-07,0
"5269","EBA",2018-08-08,0
"5270","EBA",2018-08-09,0
"5271","EBA",2018-08-10,0
"5272","EBA",2018-08-11,0
"5273","EBA",2018-08-12,0
"5274","EBA",2018-08-13,0
"5275","EBA",2018-08-14,0
"5276","EBA",2018-08-15,0
"5277","EBA",2018-08-16,0
"5278","EBA",2018-08-17,0
"5279","EBA",2018-08-18,0
"5280","EBA",2018-08-19,0
"5281","EBA",2018-08-20,0
"5282","EBA",2018-08-21,0
"5283","EBA",2018-08-22,0
"5284","EBA",2018-08-23,0
"5285","EBA",2018-08-24,0
"5286","EBA",2018-08-25,0
"5287","EBA",2018-08-26,0
"5288","EBA",2018-08-27,0
"5289","EBA",2018-08-28,0
"5290","EBA",2018-08-29,0
"5291","EBA",2018-08-30,0
"5292","EBA",2018-08-31,0
"5293","EBA",2018-09-01,0
"5294","EBA",2018-09-02,0
"5295","EBA",2018-09-03,0
"5296","EBA",2018-09-04,0
"5297","EBA",2018-09-05,0
"5298","EBA",2018-09-06,0
"5299","EBA",2018-09-07,0
"5300","EBA",2018-09-08,0
"5301","EBA",2018-09-09,0
"5302","EBA",2018-09-10,0
"5303","EBA",2018-09-11,0
"5304","EBA",2018-09-12,0
"5305","EBA",2018-09-13,0
"5306","EBA",2018-09-14,0
"5307","EBA",2018-09-15,0
"5308","EBA",2018-09-16,0
"5309","EBA",2018-09-17,0
"5310","EBA",2018-09-18,0
"5311","EBA",2018-09-19,0
"5312","EBA",2018-09-20,0
"5313","EBA",2018-09-21,0
"5314","EBA",2018-09-22,0
"5315","EBA",2018-09-23,0
"5316","EBA",2018-09-24,0
"5317","EBA",2018-09-25,0
"5318","EBA",2018-09-26,0
"5319","EBA",2018-09-27,0
"5320","EBA",2018-09-28,0
"5321","EBA",2018-09-29,0
"5322","EBA",2018-09-30,0
"5323","EBA",2018-10-01,0
"5324","EBA",2018-10-02,0
"5325","EBA",2018-10-03,0
"5326","EBA",2018-10-04,0
"5327","EBA",2018-10-05,0
"5328","EBA",2018-10-06,0
"5329","EBA",2018-10-07,0
"5330","EBA",2018-10-08,0
"5331","EBA",2018-10-09,0
"5332","EBA",2018-10-10,0
"5333","EBA",2018-10-11,0
"5334","EBA",2018-10-12,0
"5335","EBA",2018-10-13,0
"5336","EBA",2018-10-14,0
"5337","EBA",2018-10-15,0
"5338","EBA",2018-10-16,0
"5339","EBA",2018-10-17,0
"5340","EBA",2018-10-18,1
"5341","EBA",2018-10-19,0
"5342","EBA",2018-10-20,0
"5343","EBA",2018-10-21,0
"5344","EBA",2018-10-22,0
"5345","EBA",2018-10-23,0
"5346","EBA",2018-10-24,0
"5347","EBA",2018-10-25,0
"5348","EBA",2018-10-26,0
"5349","EBA",2018-10-27,0
"5350","EBA",2018-10-28,0
"5351","EBA",2018-10-29,0
"5352","EBA",2018-10-30,0
"5353","EBA",2018-10-31,0
"5354","EBA",2018-11-01,0
"5355","EBA",2018-11-02,0
"5356","EBA",2018-11-03,0
"5357","EBA",2018-11-04,0
"5358","EBA",2018-11-05,0
"5359","EBA",2018-11-06,0
"5360","EBA",2018-11-07,0
"5361","EBA",2018-11-08,0
"5362","EBA",2018-11-09,0
"5363","EBA",2018-11-10,0
"5364","EBA",2018-11-11,0
"5365","EBA",2018-11-12,0
"5366","EBA",2018-11-13,0
"5367","EBA",2018-11-14,0
"5368","EBA",2018-11-15,0
"5369","EBA",2018-11-16,0
"5370","EBA",2018-11-17,0
"5371","EBA",2018-11-18,0
"5372","EBA",2018-11-19,0
"5373","EBA",2018-11-20,0
"5374","EBA",2018-11-21,0
"5375","EBA",2018-11-22,0
"5376","EBA",2018-11-23,0
"5377","EBA",2018-11-24,0
"5378","EBA",2018-11-25,0
"5379","EBA",2018-11-26,0
"5380","EBA",2018-11-27,0
"5381","EBA",2018-11-28,0
"5382","EBA",2018-11-29,0
"5383","EBA",2018-11-30,0
"5384","EBA",2018-12-01,0
"5385","EBA",2018-12-02,0
"5386","EBA",2018-12-03,0
"5387","EBA",2018-12-04,0
"5388","EBA",2018-12-05,0
"5389","EBA",2018-12-06,0
"5390","EBA",2018-12-07,0
"5391","EBA",2018-12-08,0
"5392","EBA",2018-12-09,0
"5393","EBA",2018-12-10,0
"5394","EBA",2018-12-11,0
"5395","EBA",2018-12-12,0
"5396","EBA",2018-12-13,0
"5397","EBA",2018-12-14,0
"5398","EBA",2018-12-15,0
"5399","EBA",2018-12-16,0
"5400","EBA",2018-12-17,0
"5401","EBA",2018-12-18,0
"5402","EBA",2018-12-19,0
"5403","EBA",2018-12-20,0
"5404","EBA",2018-12-21,0
"5405","EBA",2018-12-22,0
"5406","EBA",2018-12-23,0
"5407","EBA",2018-12-24,0
"5408","EBA",2018-12-25,0
"5409","EBA",2018-12-26,0
"5410","EBA",2018-12-27,0
"5411","EBA",2018-12-28,0
"5412","EBA",2018-12-29,0
"5413","EBA",2018-12-30,0
"5414","EBA",2018-12-31,0
"5415","EBA",2019-01-01,0
"5416","EBA",2019-01-02,0
"5417","EBA",2019-01-03,0
"5418","EBA",2019-01-04,0
"5419","EBA",2019-01-05,0
"5420","EBA",2019-01-06,0
"5421","EBA",2019-01-07,0
"5422","EBA",2019-01-08,0
"5423","EBA",2019-01-09,0
"5424","EBA",2019-01-10,0
"5425","EBA",2019-01-11,0
"5426","EBA",2019-01-12,0
"5427","EBA",2019-01-13,0
"5428","EBA",2019-01-14,0
"5429","EBA",2019-01-15,0
"5430","EBA",2019-01-16,0
"5431","EBA",2019-01-17,0
"5432","EBA",2019-01-18,0
"5433","EBA",2019-01-19,0
"5434","EBA",2019-01-20,0
"5435","EBA",2019-01-21,0
"5436","EBA",2019-01-22,0
"5437","EBA",2019-01-23,0
"5438","EBA",2019-01-24,0
"5439","EBA",2019-01-25,0
"5440","EBA",2019-01-26,0
"5441","EBA",2019-01-27,0
"5442","EBA",2019-01-28,0
"5443","EBA",2019-01-29,0
"5444","EBA",2019-01-30,0
"5445","EBA",2019-01-31,0
"5446","EBA",2019-02-01,0
"5447","EBA",2019-02-02,0
"5448","EBA",2019-02-03,0
"5449","EBA",2019-02-04,0
"5450","EBA",2019-02-05,0
"5451","EBA",2019-02-06,0
"5452","EBA",2019-02-07,0
"5453","EBA",2019-02-08,0
"5454","EBA",2019-02-09,0
"5455","EBA",2019-02-10,0
"5456","EBA",2019-02-11,0
"5457","EBA",2019-02-12,0
"5458","EBA",2019-02-13,0
"5459","EBA",2019-02-14,0
"5460","EBA",2019-02-15,0
"5461","EBA",2019-02-16,0
"5462","EBA",2019-02-17,0
"5463","EBA",2019-02-18,0
"5464","EBA",2019-02-19,0
"5465","EBA",2019-02-20,0
"5466","EBA",2019-02-21,0
"5467","EBA",2019-02-22,0
"5468","EBA",2019-02-23,0
"5469","EBA",2019-02-24,0
"5470","EBA",2019-02-25,0
"5471","EBA",2019-02-26,0
"5472","EBA",2019-02-27,0
"5473","EBA",2019-02-28,0
"5474","EBA",2019-03-01,0
"5475","EBA",2019-03-02,0
"5476","EBA",2019-03-03,0
"5477","EBA",2019-03-04,0
"5478","EBA",2019-03-05,0
"5479","EBA",2019-03-06,0
"5480","EBA",2019-03-07,0
"5481","EBA",2019-03-08,0
"5482","EBA",2019-03-09,0
"5483","EBA",2019-03-10,0
"5484","EBA",2019-03-11,0
"5485","EBA",2019-03-12,0
"5486","EBA",2019-03-13,0
"5487","EBA",2019-03-14,0
"5488","EBA",2019-03-15,0
"5489","EBA",2019-03-16,0
"5490","EBA",2019-03-17,0
"5491","EBA",2019-03-18,0
"5492","EBA",2019-03-19,0
"5493","EBA",2019-03-20,0
"5494","EBA",2019-03-21,0
"5495","EBA",2019-03-22,0
"5496","EBA",2019-03-23,0
"5497","EBA",2019-03-24,0
"5498","EBA",2019-03-25,0
"5499","EBA",2019-03-26,0
"5500","EBA",2019-03-27,0
"5501","EBA",2019-03-28,0
"5502","EBA",2019-03-29,0
"5503","EBA",2019-03-30,0
"5504","EBA",2019-03-31,0
"5505","EBA",2019-04-01,0
"5506","EBA",2019-04-02,0
"5507","EBA",2019-04-03,0
"5508","EBA",2019-04-04,0
"5509","EBA",2019-04-05,0
"5510","EBA",2019-04-06,0
"5511","EBA",2019-04-07,0
"5512","EBA",2019-04-08,0
"5513","ECDC",2015-07-01,0
"5514","ECDC",2015-07-02,0
"5515","ECDC",2015-07-03,0
"5516","ECDC",2015-07-04,0
"5517","ECDC",2015-07-05,0
"5518","ECDC",2015-07-06,0
"5519","ECDC",2015-07-07,0
"5520","ECDC",2015-07-08,0
"5521","ECDC",2015-07-09,0
"5522","ECDC",2015-07-10,0
"5523","ECDC",2015-07-11,0
"5524","ECDC",2015-07-12,0
"5525","ECDC",2015-07-13,0
"5526","ECDC",2015-07-14,0
"5527","ECDC",2015-07-15,0
"5528","ECDC",2015-07-16,0
"5529","ECDC",2015-07-17,0
"5530","ECDC",2015-07-18,0
"5531","ECDC",2015-07-19,0
"5532","ECDC",2015-07-20,0
"5533","ECDC",2015-07-21,0
"5534","ECDC",2015-07-22,0
"5535","ECDC",2015-07-23,0
"5536","ECDC",2015-07-24,0
"5537","ECDC",2015-07-25,0
"5538","ECDC",2015-07-26,0
"5539","ECDC",2015-07-27,0
"5540","ECDC",2015-07-28,0
"5541","ECDC",2015-07-29,0
"5542","ECDC",2015-07-30,0
"5543","ECDC",2015-07-31,0
"5544","ECDC",2015-08-01,0
"5545","ECDC",2015-08-02,0
"5546","ECDC",2015-08-03,0
"5547","ECDC",2015-08-04,0
"5548","ECDC",2015-08-05,0
"5549","ECDC",2015-08-06,0
"5550","ECDC",2015-08-07,0
"5551","ECDC",2015-08-08,0
"5552","ECDC",2015-08-09,0
"5553","ECDC",2015-08-10,0
"5554","ECDC",2015-08-11,0
"5555","ECDC",2015-08-12,0
"5556","ECDC",2015-08-13,0
"5557","ECDC",2015-08-14,0
"5558","ECDC",2015-08-15,0
"5559","ECDC",2015-08-16,0
"5560","ECDC",2015-08-17,0
"5561","ECDC",2015-08-18,0
"5562","ECDC",2015-08-19,0
"5563","ECDC",2015-08-20,0
"5564","ECDC",2015-08-21,0
"5565","ECDC",2015-08-22,0
"5566","ECDC",2015-08-23,0
"5567","ECDC",2015-08-24,0
"5568","ECDC",2015-08-25,0
"5569","ECDC",2015-08-26,0
"5570","ECDC",2015-08-27,0
"5571","ECDC",2015-08-28,0
"5572","ECDC",2015-08-29,0
"5573","ECDC",2015-08-30,0
"5574","ECDC",2015-08-31,0
"5575","ECDC",2015-09-01,0
"5576","ECDC",2015-09-02,0
"5577","ECDC",2015-09-03,0
"5578","ECDC",2015-09-04,0
"5579","ECDC",2015-09-05,0
"5580","ECDC",2015-09-06,0
"5581","ECDC",2015-09-07,0
"5582","ECDC",2015-09-08,0
"5583","ECDC",2015-09-09,0
"5584","ECDC",2015-09-10,0
"5585","ECDC",2015-09-11,0
"5586","ECDC",2015-09-12,0
"5587","ECDC",2015-09-13,0
"5588","ECDC",2015-09-14,0
"5589","ECDC",2015-09-15,1
"5590","ECDC",2015-09-16,0
"5591","ECDC",2015-09-17,0
"5592","ECDC",2015-09-18,0
"5593","ECDC",2015-09-19,0
"5594","ECDC",2015-09-20,0
"5595","ECDC",2015-09-21,0
"5596","ECDC",2015-09-22,0
"5597","ECDC",2015-09-23,0
"5598","ECDC",2015-09-24,0
"5599","ECDC",2015-09-25,0
"5600","ECDC",2015-09-26,0
"5601","ECDC",2015-09-27,0
"5602","ECDC",2015-09-28,0
"5603","ECDC",2015-09-29,0
"5604","ECDC",2015-09-30,0
"5605","ECDC",2015-10-01,0
"5606","ECDC",2015-10-02,0
"5607","ECDC",2015-10-03,0
"5608","ECDC",2015-10-04,0
"5609","ECDC",2015-10-05,0
"5610","ECDC",2015-10-06,0
"5611","ECDC",2015-10-07,0
"5612","ECDC",2015-10-08,0
"5613","ECDC",2015-10-09,0
"5614","ECDC",2015-10-10,0
"5615","ECDC",2015-10-11,0
"5616","ECDC",2015-10-12,0
"5617","ECDC",2015-10-13,0
"5618","ECDC",2015-10-14,0
"5619","ECDC",2015-10-15,0
"5620","ECDC",2015-10-16,0
"5621","ECDC",2015-10-17,0
"5622","ECDC",2015-10-18,0
"5623","ECDC",2015-10-19,0
"5624","ECDC",2015-10-20,0
"5625","ECDC",2015-10-21,0
"5626","ECDC",2015-10-22,0
"5627","ECDC",2015-10-23,0
"5628","ECDC",2015-10-24,0
"5629","ECDC",2015-10-25,0
"5630","ECDC",2015-10-26,0
"5631","ECDC",2015-10-27,0
"5632","ECDC",2015-10-28,0
"5633","ECDC",2015-10-29,0
"5634","ECDC",2015-10-30,0
"5635","ECDC",2015-10-31,0
"5636","ECDC",2015-11-01,0
"5637","ECDC",2015-11-02,0
"5638","ECDC",2015-11-03,0
"5639","ECDC",2015-11-04,0
"5640","ECDC",2015-11-05,0
"5641","ECDC",2015-11-06,0
"5642","ECDC",2015-11-07,0
"5643","ECDC",2015-11-08,0
"5644","ECDC",2015-11-09,0
"5645","ECDC",2015-11-10,0
"5646","ECDC",2015-11-11,0
"5647","ECDC",2015-11-12,0
"5648","ECDC",2015-11-13,0
"5649","ECDC",2015-11-14,0
"5650","ECDC",2015-11-15,0
"5651","ECDC",2015-11-16,0
"5652","ECDC",2015-11-17,0
"5653","ECDC",2015-11-18,0
"5654","ECDC",2015-11-19,0
"5655","ECDC",2015-11-20,0
"5656","ECDC",2015-11-21,0
"5657","ECDC",2015-11-22,0
"5658","ECDC",2015-11-23,0
"5659","ECDC",2015-11-24,0
"5660","ECDC",2015-11-25,0
"5661","ECDC",2015-11-26,0
"5662","ECDC",2015-11-27,0
"5663","ECDC",2015-11-28,0
"5664","ECDC",2015-11-29,0
"5665","ECDC",2015-11-30,0
"5666","ECDC",2015-12-01,0
"5667","ECDC",2015-12-02,0
"5668","ECDC",2015-12-03,0
"5669","ECDC",2015-12-04,0
"5670","ECDC",2015-12-05,0
"5671","ECDC",2015-12-06,0
"5672","ECDC",2015-12-07,0
"5673","ECDC",2015-12-08,0
"5674","ECDC",2015-12-09,0
"5675","ECDC",2015-12-10,0
"5676","ECDC",2015-12-11,0
"5677","ECDC",2015-12-12,0
"5678","ECDC",2015-12-13,0
"5679","ECDC",2015-12-14,0
"5680","ECDC",2015-12-15,0
"5681","ECDC",2015-12-16,0
"5682","ECDC",2015-12-17,0
"5683","ECDC",2015-12-18,0
"5684","ECDC",2015-12-19,0
"5685","ECDC",2015-12-20,0
"5686","ECDC",2015-12-21,0
"5687","ECDC",2015-12-22,0
"5688","ECDC",2015-12-23,0
"5689","ECDC",2015-12-24,0
"5690","ECDC",2015-12-25,0
"5691","ECDC",2015-12-26,0
"5692","ECDC",2015-12-27,0
"5693","ECDC",2015-12-28,0
"5694","ECDC",2015-12-29,0
"5695","ECDC",2015-12-30,0
"5696","ECDC",2015-12-31,0
"5697","ECDC",2016-01-01,0
"5698","ECDC",2016-01-02,0
"5699","ECDC",2016-01-03,0
"5700","ECDC",2016-01-04,0
"5701","ECDC",2016-01-05,0
"5702","ECDC",2016-01-06,0
"5703","ECDC",2016-01-07,0
"5704","ECDC",2016-01-08,0
"5705","ECDC",2016-01-09,0
"5706","ECDC",2016-01-10,0
"5707","ECDC",2016-01-11,0
"5708","ECDC",2016-01-12,0
"5709","ECDC",2016-01-13,0
"5710","ECDC",2016-01-14,0
"5711","ECDC",2016-01-15,0
"5712","ECDC",2016-01-16,0
"5713","ECDC",2016-01-17,0
"5714","ECDC",2016-01-18,0
"5715","ECDC",2016-01-19,0
"5716","ECDC",2016-01-20,0
"5717","ECDC",2016-01-21,0
"5718","ECDC",2016-01-22,0
"5719","ECDC",2016-01-23,0
"5720","ECDC",2016-01-24,0
"5721","ECDC",2016-01-25,0
"5722","ECDC",2016-01-26,0
"5723","ECDC",2016-01-27,0
"5724","ECDC",2016-01-28,0
"5725","ECDC",2016-01-29,0
"5726","ECDC",2016-01-30,0
"5727","ECDC",2016-01-31,0
"5728","ECDC",2016-02-01,0
"5729","ECDC",2016-02-02,0
"5730","ECDC",2016-02-03,0
"5731","ECDC",2016-02-04,0
"5732","ECDC",2016-02-05,0
"5733","ECDC",2016-02-06,0
"5734","ECDC",2016-02-07,0
"5735","ECDC",2016-02-08,0
"5736","ECDC",2016-02-09,0
"5737","ECDC",2016-02-10,0
"5738","ECDC",2016-02-11,0
"5739","ECDC",2016-02-12,0
"5740","ECDC",2016-02-13,0
"5741","ECDC",2016-02-14,0
"5742","ECDC",2016-02-15,0
"5743","ECDC",2016-02-16,0
"5744","ECDC",2016-02-17,0
"5745","ECDC",2016-02-18,0
"5746","ECDC",2016-02-19,0
"5747","ECDC",2016-02-20,0
"5748","ECDC",2016-02-21,0
"5749","ECDC",2016-02-22,0
"5750","ECDC",2016-02-23,1
"5751","ECDC",2016-02-24,0
"5752","ECDC",2016-02-25,0
"5753","ECDC",2016-02-26,0
"5754","ECDC",2016-02-27,0
"5755","ECDC",2016-02-28,0
"5756","ECDC",2016-02-29,0
"5757","ECDC",2016-03-01,0
"5758","ECDC",2016-03-02,0
"5759","ECDC",2016-03-03,0
"5760","ECDC",2016-03-04,0
"5761","ECDC",2016-03-05,0
"5762","ECDC",2016-03-06,0
"5763","ECDC",2016-03-07,0
"5764","ECDC",2016-03-08,0
"5765","ECDC",2016-03-09,0
"5766","ECDC",2016-03-10,0
"5767","ECDC",2016-03-11,0
"5768","ECDC",2016-03-12,0
"5769","ECDC",2016-03-13,0
"5770","ECDC",2016-03-14,0
"5771","ECDC",2016-03-15,0
"5772","ECDC",2016-03-16,0
"5773","ECDC",2016-03-17,0
"5774","ECDC",2016-03-18,0
"5775","ECDC",2016-03-19,0
"5776","ECDC",2016-03-20,0
"5777","ECDC",2016-03-21,0
"5778","ECDC",2016-03-22,0
"5779","ECDC",2016-03-23,0
"5780","ECDC",2016-03-24,0
"5781","ECDC",2016-03-25,0
"5782","ECDC",2016-03-26,0
"5783","ECDC",2016-03-27,0
"5784","ECDC",2016-03-28,0
"5785","ECDC",2016-03-29,0
"5786","ECDC",2016-03-30,0
"5787","ECDC",2016-03-31,0
"5788","ECDC",2016-04-01,0
"5789","ECDC",2016-04-02,0
"5790","ECDC",2016-04-03,0
"5791","ECDC",2016-04-04,0
"5792","ECDC",2016-04-05,0
"5793","ECDC",2016-04-06,0
"5794","ECDC",2016-04-07,0
"5795","ECDC",2016-04-08,0
"5796","ECDC",2016-04-09,0
"5797","ECDC",2016-04-10,0
"5798","ECDC",2016-04-11,0
"5799","ECDC",2016-04-12,0
"5800","ECDC",2016-04-13,0
"5801","ECDC",2016-04-14,0
"5802","ECDC",2016-04-15,0
"5803","ECDC",2016-04-16,0
"5804","ECDC",2016-04-17,0
"5805","ECDC",2016-04-18,0
"5806","ECDC",2016-04-19,0
"5807","ECDC",2016-04-20,0
"5808","ECDC",2016-04-21,0
"5809","ECDC",2016-04-22,0
"5810","ECDC",2016-04-23,0
"5811","ECDC",2016-04-24,0
"5812","ECDC",2016-04-25,0
"5813","ECDC",2016-04-26,0
"5814","ECDC",2016-04-27,0
"5815","ECDC",2016-04-28,0
"5816","ECDC",2016-04-29,0
"5817","ECDC",2016-04-30,0
"5818","ECDC",2016-05-01,0
"5819","ECDC",2016-05-02,0
"5820","ECDC",2016-05-03,0
"5821","ECDC",2016-05-04,0
"5822","ECDC",2016-05-05,0
"5823","ECDC",2016-05-06,0
"5824","ECDC",2016-05-07,0
"5825","ECDC",2016-05-08,0
"5826","ECDC",2016-05-09,0
"5827","ECDC",2016-05-10,0
"5828","ECDC",2016-05-11,0
"5829","ECDC",2016-05-12,0
"5830","ECDC",2016-05-13,0
"5831","ECDC",2016-05-14,0
"5832","ECDC",2016-05-15,0
"5833","ECDC",2016-05-16,0
"5834","ECDC",2016-05-17,0
"5835","ECDC",2016-05-18,0
"5836","ECDC",2016-05-19,0
"5837","ECDC",2016-05-20,0
"5838","ECDC",2016-05-21,0
"5839","ECDC",2016-05-22,0
"5840","ECDC",2016-05-23,0
"5841","ECDC",2016-05-24,0
"5842","ECDC",2016-05-25,0
"5843","ECDC",2016-05-26,0
"5844","ECDC",2016-05-27,0
"5845","ECDC",2016-05-28,0
"5846","ECDC",2016-05-29,0
"5847","ECDC",2016-05-30,0
"5848","ECDC",2016-05-31,0
"5849","ECDC",2016-06-01,0
"5850","ECDC",2016-06-02,0
"5851","ECDC",2016-06-03,0
"5852","ECDC",2016-06-04,0
"5853","ECDC",2016-06-05,0
"5854","ECDC",2016-06-06,0
"5855","ECDC",2016-06-07,0
"5856","ECDC",2016-06-08,0
"5857","ECDC",2016-06-09,0
"5858","ECDC",2016-06-10,0
"5859","ECDC",2016-06-11,0
"5860","ECDC",2016-06-12,0
"5861","ECDC",2016-06-13,0
"5862","ECDC",2016-06-14,0
"5863","ECDC",2016-06-15,0
"5864","ECDC",2016-06-16,0
"5865","ECDC",2016-06-17,0
"5866","ECDC",2016-06-18,0
"5867","ECDC",2016-06-19,0
"5868","ECDC",2016-06-20,0
"5869","ECDC",2016-06-21,0
"5870","ECDC",2016-06-22,0
"5871","ECDC",2016-06-23,0
"5872","ECDC",2016-06-24,0
"5873","ECDC",2016-06-25,0
"5874","ECDC",2016-06-26,0
"5875","ECDC",2016-06-27,0
"5876","ECDC",2016-06-28,0
"5877","ECDC",2016-06-29,0
"5878","ECDC",2016-06-30,0
"5879","ECDC",2016-07-01,0
"5880","ECDC",2016-07-02,0
"5881","ECDC",2016-07-03,0
"5882","ECDC",2016-07-04,0
"5883","ECDC",2016-07-05,0
"5884","ECDC",2016-07-06,0
"5885","ECDC",2016-07-07,0
"5886","ECDC",2016-07-08,0
"5887","ECDC",2016-07-09,0
"5888","ECDC",2016-07-10,0
"5889","ECDC",2016-07-11,0
"5890","ECDC",2016-07-12,0
"5891","ECDC",2016-07-13,0
"5892","ECDC",2016-07-14,0
"5893","ECDC",2016-07-15,0
"5894","ECDC",2016-07-16,0
"5895","ECDC",2016-07-17,0
"5896","ECDC",2016-07-18,0
"5897","ECDC",2016-07-19,0
"5898","ECDC",2016-07-20,0
"5899","ECDC",2016-07-21,0
"5900","ECDC",2016-07-22,0
"5901","ECDC",2016-07-23,0
"5902","ECDC",2016-07-24,0
"5903","ECDC",2016-07-25,0
"5904","ECDC",2016-07-26,0
"5905","ECDC",2016-07-27,0
"5906","ECDC",2016-07-28,0
"5907","ECDC",2016-07-29,0
"5908","ECDC",2016-07-30,0
"5909","ECDC",2016-07-31,0
"5910","ECDC",2016-08-01,0
"5911","ECDC",2016-08-02,0
"5912","ECDC",2016-08-03,0
"5913","ECDC",2016-08-04,0
"5914","ECDC",2016-08-05,0
"5915","ECDC",2016-08-06,0
"5916","ECDC",2016-08-07,0
"5917","ECDC",2016-08-08,0
"5918","ECDC",2016-08-09,0
"5919","ECDC",2016-08-10,0
"5920","ECDC",2016-08-11,0
"5921","ECDC",2016-08-12,0
"5922","ECDC",2016-08-13,0
"5923","ECDC",2016-08-14,0
"5924","ECDC",2016-08-15,0
"5925","ECDC",2016-08-16,0
"5926","ECDC",2016-08-17,0
"5927","ECDC",2016-08-18,0
"5928","ECDC",2016-08-19,0
"5929","ECDC",2016-08-20,0
"5930","ECDC",2016-08-21,0
"5931","ECDC",2016-08-22,0
"5932","ECDC",2016-08-23,0
"5933","ECDC",2016-08-24,0
"5934","ECDC",2016-08-25,0
"5935","ECDC",2016-08-26,0
"5936","ECDC",2016-08-27,0
"5937","ECDC",2016-08-28,0
"5938","ECDC",2016-08-29,0
"5939","ECDC",2016-08-30,0
"5940","ECDC",2016-08-31,0
"5941","ECDC",2016-09-01,0
"5942","ECDC",2016-09-02,0
"5943","ECDC",2016-09-03,0
"5944","ECDC",2016-09-04,0
"5945","ECDC",2016-09-05,0
"5946","ECDC",2016-09-06,0
"5947","ECDC",2016-09-07,0
"5948","ECDC",2016-09-08,0
"5949","ECDC",2016-09-09,0
"5950","ECDC",2016-09-10,0
"5951","ECDC",2016-09-11,0
"5952","ECDC",2016-09-12,0
"5953","ECDC",2016-09-13,0
"5954","ECDC",2016-09-14,0
"5955","ECDC",2016-09-15,0
"5956","ECDC",2016-09-16,0
"5957","ECDC",2016-09-17,0
"5958","ECDC",2016-09-18,0
"5959","ECDC",2016-09-19,0
"5960","ECDC",2016-09-20,0
"5961","ECDC",2016-09-21,0
"5962","ECDC",2016-09-22,0
"5963","ECDC",2016-09-23,0
"5964","ECDC",2016-09-24,0
"5965","ECDC",2016-09-25,0
"5966","ECDC",2016-09-26,0
"5967","ECDC",2016-09-27,0
"5968","ECDC",2016-09-28,0
"5969","ECDC",2016-09-29,0
"5970","ECDC",2016-09-30,0
"5971","ECDC",2016-10-01,0
"5972","ECDC",2016-10-02,0
"5973","ECDC",2016-10-03,0
"5974","ECDC",2016-10-04,0
"5975","ECDC",2016-10-05,0
"5976","ECDC",2016-10-06,0
"5977","ECDC",2016-10-07,0
"5978","ECDC",2016-10-08,0
"5979","ECDC",2016-10-09,0
"5980","ECDC",2016-10-10,0
"5981","ECDC",2016-10-11,0
"5982","ECDC",2016-10-12,0
"5983","ECDC",2016-10-13,0
"5984","ECDC",2016-10-14,0
"5985","ECDC",2016-10-15,0
"5986","ECDC",2016-10-16,0
"5987","ECDC",2016-10-17,0
"5988","ECDC",2016-10-18,0
"5989","ECDC",2016-10-19,0
"5990","ECDC",2016-10-20,0
"5991","ECDC",2016-10-21,0
"5992","ECDC",2016-10-22,0
"5993","ECDC",2016-10-23,0
"5994","ECDC",2016-10-24,0
"5995","ECDC",2016-10-25,0
"5996","ECDC",2016-10-26,0
"5997","ECDC",2016-10-27,0
"5998","ECDC",2016-10-28,0
"5999","ECDC",2016-10-29,0
"6000","ECDC",2016-10-30,0
"6001","ECDC",2016-10-31,0
"6002","ECDC",2016-11-01,0
"6003","ECDC",2016-11-02,0
"6004","ECDC",2016-11-03,0
"6005","ECDC",2016-11-04,0
"6006","ECDC",2016-11-05,0
"6007","ECDC",2016-11-06,0
"6008","ECDC",2016-11-07,0
"6009","ECDC",2016-11-08,0
"6010","ECDC",2016-11-09,0
"6011","ECDC",2016-11-10,0
"6012","ECDC",2016-11-11,0
"6013","ECDC",2016-11-12,0
"6014","ECDC",2016-11-13,0
"6015","ECDC",2016-11-14,0
"6016","ECDC",2016-11-15,0
"6017","ECDC",2016-11-16,0
"6018","ECDC",2016-11-17,0
"6019","ECDC",2016-11-18,0
"6020","ECDC",2016-11-19,0
"6021","ECDC",2016-11-20,0
"6022","ECDC",2016-11-21,0
"6023","ECDC",2016-11-22,0
"6024","ECDC",2016-11-23,0
"6025","ECDC",2016-11-24,0
"6026","ECDC",2016-11-25,0
"6027","ECDC",2016-11-26,0
"6028","ECDC",2016-11-27,0
"6029","ECDC",2016-11-28,0
"6030","ECDC",2016-11-29,0
"6031","ECDC",2016-11-30,0
"6032","ECDC",2016-12-01,0
"6033","ECDC",2016-12-02,0
"6034","ECDC",2016-12-03,0
"6035","ECDC",2016-12-04,0
"6036","ECDC",2016-12-05,0
"6037","ECDC",2016-12-06,0
"6038","ECDC",2016-12-07,0
"6039","ECDC",2016-12-08,0
"6040","ECDC",2016-12-09,0
"6041","ECDC",2016-12-10,0
"6042","ECDC",2016-12-11,0
"6043","ECDC",2016-12-12,0
"6044","ECDC",2016-12-13,0
"6045","ECDC",2016-12-14,0
"6046","ECDC",2016-12-15,0
"6047","ECDC",2016-12-16,0
"6048","ECDC",2016-12-17,0
"6049","ECDC",2016-12-18,0
"6050","ECDC",2016-12-19,0
"6051","ECDC",2016-12-20,0
"6052","ECDC",2016-12-21,0
"6053","ECDC",2016-12-22,0
"6054","ECDC",2016-12-23,0
"6055","ECDC",2016-12-24,0
"6056","ECDC",2016-12-25,0
"6057","ECDC",2016-12-26,0
