"","agencyname","month","information","joined","no.response","response","discussion","positive","neutral","negative","audience_count","hearing","media_count","media_threat","audience_threat","criticism.12","praise.12","neutral.12","valence.12","criticism.3","praise.3","neutral.3","valence.3","media_count.3","media_count.12"
"1133","ECHA","2019-04-01",36,"yes",9,0,9,6,2,1,686,0,1,"no","no",67,83,29,0.0893854748603352,21,28,2,0.137254901960784,9,28
"1134","EEA","2019-04-01",16,"yes",4,0,4,3,0,1,1472,0,5,"no","no",28,56,23,0.261682242990654,6,20,5,0.451612903225806,14,41
"1135","EFCA","2019-04-01",15,"yes",0,0,0,0,0,0,187,0,0,"no","no",0,16,1,0.941176470588235,0,6,0,1,0,0
"1136","EFSA","2019-04-01",36,"yes",12,1,13,5,6,2,1833,0,6,"no","no",11,52,19,0.5,3,12,4,0.473684210526316,29,106
"1137","EIGE","2019-04-01",25,"yes",2,0,2,2,0,0,369,0,1,"no","no",24,35,15,0.148648648648649,5,6,5,0.0625,2,10
"1138","EIOPA","2019-04-01",3,"yes",0,0,0,0,0,0,156,0,0,"no","no",0,4,3,0.571428571428571,0,0,0,0,2,5
"1139","EMA","2019-04-01",14,"yes",2,0,2,1,1,0,2225,0,15,"no","no",795,523,194,-0.17989417989418,781,484,179,-0.205678670360111,53,175
"1140","EMCDDA","2019-04-01",11,"yes",5,0,5,4,1,0,510,0,1,"no","no",13,21,8,0.19047619047619,4,4,3,0,6,38
"1141","EMSA","2019-04-01",15,"yes",1,0,1,1,0,0,506,0,0,"no","yes",1,10,1,0.75,1,5,0,0.666666666666667,1,1
"1142","ENISA","2019-04-01",24,"yes",2,0,2,1,0,1,1510,0,0,"no","no",16,61,21,0.459183673469388,4,15,2,0.523809523809524,0,0
"1143","ERA","2019-04-01",9,"yes",1,0,1,1,0,0,89,0,0,"no","no",1,11,3,0.666666666666667,0,2,0,1,1,2
"1144","ESMA","2019-04-01",32,"yes",1,0,1,1,0,0,384,0,3,"no","no",33,18,5,-0.267857142857143,3,2,2,-0.142857142857143,26,43
"1145","EU-OSHA","2019-04-01",55,"yes",1,0,1,1,0,0,740,0,0,"no","no",10,42,11,0.507936507936508,0,9,1,0.9,0,3
"1146","EUIPO","2019-04-01",75,"yes",12,2,14,8,3,3,1507,0,0,"no","no",33,85,43,0.322981366459627,12,20,18,0.16,13,27
"1147","EUROFOUND","2019-04-01",21,"yes",0,0,0,0,0,0,502,0,0,"no","no",6,18,7,0.387096774193548,0,2,3,0.4,0,1
"1148","FRA","2019-04-01",42,"yes",25,0,25,8,3,14,5312,0,2,"no","no",163,126,45,-0.110778443113772,31,25,12,-0.0882352941176471,6,22
"1149","FRONTEX","2019-04-01",20,"yes",2,0,2,1,1,0,1954,4,19,"no","no",50,49,37,-0.00735294117647059,11,17,7,0.171428571428571,84,616
"1150","SRB","2019-04-01",19,"yes",6,0,6,0,2,4,1122,0,5,"no","no",50,33,12,-0.178947368421053,5,4,5,-0.0714285714285714,5,56
"1151","ACER","2019-05-01",7,"yes",0,0,0,0,0,0,168,0,0,"no","no",1,4,3,0.375,0,0,0,0,1,3
"1152","BEREC OFFICE","2019-05-01",48,"yes",1,0,1,0,1,0,344,0,0,"no","no",1,3,3,0.285714285714286,1,0,0,-1,0,2
"1153","CEDEFOP","2019-05-01",80,"yes",1,0,1,0,1,0,1236,0,0,"no","no",1,18,3,0.772727272727273,1,5,2,0.5,1,1
"1154","CPVO","2019-05-01",8,"yes",0,0,0,0,0,0,56,0,0,"no","no",0,0,0,0,0,0,0,0,0,0
"1155","EASA","2019-05-01",9,"yes",3,0,3,1,1,1,734,0,4,"no","no",26,46,20,0.217391304347826,18,29,12,0.186440677966102,45,109
"1156","EBA","2019-05-01",19,"yes",1,1,2,0,2,0,192,0,4,"no","no",10,9,7,-0.0384615384615385,1,2,3,0.166666666666667,47,193
"1157","ECDC","2019-05-01",28,"yes",4,0,4,3,1,0,1212,0,4,"no","no",7,26,17,0.38,2,8,9,0.315789473684211,5,14
"1158","ECHA","2019-05-01",71,"yes",57,9,66,33,17,16,1369,0,1,"no","no",65,88,30,0.12568306010929,20,28,3,0.156862745098039,8,28
"1159","EEA","2019-05-01",19,"yes",8,0,8,5,0,3,1782,0,7,"no","no",27,51,22,0.24,4,17,3,0.541666666666667,11,41
"1160","EFCA","2019-05-01",17,"yes",2,0,2,1,0,1,223,0,0,"no","no",0,15,1,0.9375,0,4,0,1,0,0
"1161","EFSA","2019-05-01",102,"yes",30,0,30,12,11,7,3100,0,10,"no","no",12,54,24,0.466666666666667,4,16,9,0.413793103448276,31,99
"1162","EIGE","2019-05-01",33,"yes",4,0,4,1,2,1,609,0,1,"no","no",23,32,13,0.132352941176471,4,5,2,0.0909090909090909,2,9
"1163","EIOPA","2019-05-01",11,"yes",2,0,2,1,1,0,196,0,2,"no","no",0,4,3,0.571428571428571,0,0,0,0,2,4
"1164","EMA","2019-05-01",19,"yes",8,0,8,7,0,1,1538,0,7,"no","no",794,519,194,-0.182481751824818,294,253,73,-0.0661290322580645,48,182
"1165","EMCDDA","2019-05-01",6,"yes",4,0,4,3,1,0,538,0,0,"no","no",13,24,9,0.239130434782609,3,8,2,0.384615384615385,5,38
"1166","EMSA","2019-05-01",17,"yes",2,0,2,1,1,0,310,0,0,"no","no",1,11,1,0.769230769230769,1,5,0,0.666666666666667,1,1
"1167","ENISA","2019-05-01",25,"yes",9,0,9,7,1,1,1357,0,0,"no","no",15,58,21,0.457446808510638,3,11,1,0.533333333333333,0,0
"1168","ERA","2019-05-01",4,"yes",0,0,0,0,0,0,131,0,0,"no","no",0,10,2,0.833333333333333,0,2,0,1,1,2
"1169","ESMA","2019-05-01",35,"yes",1,0,1,0,0,1,402,0,4,"no","no",27,16,5,-0.229166666666667,2,2,2,0,26,44
"1170","EU-OSHA","2019-05-01",67,"yes",2,0,2,2,0,0,894,0,0,"no","no",10,42,10,0.516129032258065,0,6,1,0.857142857142857,0,2
"1171","EUIPO","2019-05-01",82,"yes",9,0,9,3,4,2,1694,0,0,"no","no",31,88,45,0.347560975609756,12,21,18,0.176470588235294,6,26
"1172","EUROFOUND","2019-05-01",28,"yes",2,0,2,2,0,0,918,0,1,"yes","no",6,15,5,0.346153846153846,0,0,2,0,0,1
"1173","FRA","2019-05-01",48,"yes",19,0,19,10,1,8,9068,0,2,"no","no",168,120,46,-0.143712574850299,28,16,10,-0.222222222222222,8,23
"1174","FRONTEX","2019-05-01",38,"yes",47,0,47,26,7,14,2040,0,32,"no","no",47,50,37,0.0223880597014925,3,8,5,0.3125,72,618
"1175","SRB","2019-05-01",12,"yes",3,0,3,1,1,1,360,0,4,"no","no",50,31,14,-0.2,6,2,2,-0.4,10,57
"1176","ACER","2019-06-01",2,"yes",0,0,0,0,0,0,83,0,0,"no","no",1,4,2,0.428571428571429,0,0,0,0,1,3
"1177","BEREC OFFICE","2019-06-01",43,"yes",1,0,1,1,0,0,310,0,0,"no","no",1,3,4,0.25,1,0,1,-0.5,0,2
"1178","CEDEFOP","2019-06-01",14,"yes",0,0,0,0,0,0,943,0,0,"no","no",1,17,4,0.727272727272727,0,5,3,0.625,1,1
"1179","CPVO","2019-06-01",18,"yes",0,0,0,0,0,0,61,0,1,"yes","no",0,0,0,0,0,0,0,0,0,0
"1180","EASA","2019-06-01",9,"yes",7,0,7,4,2,1,851,0,4,"no","no",26,47,21,0.223404255319149,18,26,12,0.142857142857143,44,109
"1181","EBA","2019-06-01",54,"yes",21,2,23,16,3,4,886,0,5,"no","no",9,8,8,-0.04,1,2,4,0.142857142857143,33,182
"1182","ECDC","2019-06-01",11,"yes",8,0,8,4,1,3,1066,0,1,"no","no",7,27,18,0.384615384615385,2,5,5,0.25,8,18
"1183","ECHA","2019-06-01",37,"yes",13,3,16,10,3,3,841,0,0,"no","no",74,111,41,0.163716814159292,24,52,20,0.291666666666667,6,26
"1184","EEA","2019-06-01",39,"yes",13,0,13,10,2,1,2562,0,7,"no","no",29,55,19,0.252427184466019,6,14,1,0.380952380952381,15,47
"1185","EFCA","2019-06-01",15,"yes",3,2,5,5,0,0,139,0,0,"no","no",1,16,1,0.833333333333333,1,2,0,0.333333333333333,0,0
"1186","EFSA","2019-06-01",43,"yes",12,1,13,10,0,3,2997,0,9,"no","no",17,63,34,0.403508771929825,10,24,19,0.264150943396226,34,100
"1187","EIGE","2019-06-01",22,"yes",8,0,8,5,2,1,377,0,1,"no","no",23,33,15,0.140845070422535,3,6,4,0.230769230769231,3,10
"1188","EIOPA","2019-06-01",3,"yes",0,0,0,0,0,0,137,0,0,"no","no",0,5,4,0.555555555555556,0,1,1,0.5,2,5
"1189","EMA","2019-06-01",19,"yes",3,0,3,1,1,1,1283,0,8,"no","no",793,517,194,-0.183510638297872,289,256,73,-0.0533980582524272,32,186
"1190","EMCDDA","2019-06-01",25,"yes",16,0,16,4,7,5,1684,0,11,"no","no",13,26,9,0.270833333333333,3,9,3,0.4,5,37
"1191","EMSA","2019-06-01",8,"yes",0,0,0,0,0,0,228,0,0,"no","no",1,12,2,0.733333333333333,0,3,1,0.75,1,1
"1192","ENISA","2019-06-01",64,"yes",12,0,12,6,5,1,2892,0,0,"no","yes",16,64,22,0.470588235294118,4,15,2,0.523809523809524,0,0
"1193","ERA","2019-06-01",12,"yes",1,0,1,1,0,0,249,0,0,"no","no",0,8,2,0.8,0,2,0,1,1,2
"1194","ESMA","2019-06-01",73,"yes",1,0,1,1,0,0,595,0,5,"no","no",28,16,5,-0.244897959183673,2,2,1,0,13,45
"1195","EU-OSHA","2019-06-01",54,"yes",10,0,10,5,5,0,802,0,0,"no","no",10,39,9,0.5,0,8,1,0.888888888888889,0,2
"1196","EUIPO","2019-06-01",82,"yes",35,0,35,25,5,5,2135,0,6,"no","no",31,78,45,0.305194805194805,6,16,19,0.24390243902439,4,26
"1197","EUROFOUND","2019-06-01",26,"yes",0,0,0,0,0,0,463,0,1,"yes","no",6,17,5,0.392857142857143,0,2,2,0.5,1,2
"1198","FRA","2019-06-01",59,"yes",39,0,39,12,11,16,4242,0,3,"no","no",162,121,43,-0.125766871165644,31,23,7,-0.131147540983607,6,24
"1199","FRONTEX","2019-06-01",50,"yes",131,1,132,47,39,46,7704,0,30,"no","yes",56,70,40,0.0843373493975904,14,31,10,0.309090909090909,83,624
"1200","SRB","2019-06-01",12,"yes",1,0,1,0,1,0,550,0,2,"no","no",46,30,15,-0.175824175824176,6,3,3,-0.25,13,56
"1201","ACER","2019-07-01",4,"yes",0,0,0,0,0,0,100,0,0,"no","no",1,4,2,0.428571428571429,0,0,0,0,1,2
"1202","BEREC OFFICE","2019-07-01",14,"yes",0,0,0,0,0,0,45,0,0,"no","no",1,4,4,0.333333333333333,1,1,1,0,0,2
"1203","CEDEFOP","2019-07-01",12,"yes",0,0,0,0,0,0,786,0,1,"yes","no",1,12,3,0.6875,0,3,2,0.6,1,1
"1204","CPVO","2019-07-01",20,"yes",2,0,2,2,0,0,103,0,1,"no","yes",0,0,0,0,0,0,0,0,1,1
"1205","EASA","2019-07-01",4,"yes",1,0,1,1,0,0,663,0,13,"no","no",27,50,20,0.237113402061856,8,9,4,0.0476190476190476,15,104
"1206","EBA","2019-07-01",31,"yes",5,0,5,3,1,1,603,0,10,"no","no",13,24,11,0.229166666666667,4,16,5,0.48,14,165
"1207","ECDC","2019-07-01",32,"yes",3,3,6,2,2,2,808,0,0,"no","no",10,31,19,0.35,3,8,5,0.3125,8,19
"1208","ECHA","2019-07-01",32,"yes",11,2,13,8,1,4,984,0,1,"no","no",74,116,38,0.184210526315789,20,49,22,0.318681318681319,2,25
"1209","EEA","2019-07-01",17,"yes",6,1,7,5,0,2,1703,0,4,"no","no",29,60,20,0.284403669724771,5,18,2,0.52,19,52
"1210","EFCA","2019-07-01",8,"yes",2,0,2,1,0,1,83,0,0,"no","no",1,20,0,0.904761904761905,1,6,0,0.714285714285714,0,0
"1211","EFSA","2019-07-01",31,"yes",0,0,0,0,0,0,1421,0,12,"no","no",20,70,32,0.409836065573771,12,27,17,0.267857142857143,25,103
"1212","EIGE","2019-07-01",22,"yes",1,1,2,1,0,1,390,0,1,"no","no",22,30,14,0.121212121212121,2,8,4,0.428571428571429,3,10
"1213","EIOPA","2019-07-01",13,"yes",0,0,0,0,0,0,159,0,0,"no","no",0,3,4,0.428571428571429,0,1,1,0.5,2,5
"1214","EMA","2019-07-01",15,"yes",7,0,7,3,1,3,1479,0,14,"no","no",792,511,192,-0.187959866220736,2,9,2,0.538461538461538,30,177
"1215","EMCDDA","2019-07-01",9,"yes",1,0,1,0,1,0,592,0,1,"no","no",17,27,14,0.172413793103448,5,11,9,0.24,12,44
"1216","EMSA","2019-07-01",16,"yes",1,0,1,0,1,0,215,0,1,"yes","no",1,12,2,0.733333333333333,0,2,1,0.666666666666667,0,1
"1217","ENISA","2019-07-01",19,"yes",4,0,4,1,1,2,1465,0,0,"no","no",16,66,26,0.462962962962963,3,14,6,0.478260869565217,0,0
"1218","ERA","2019-07-01",5,"yes",1,0,1,1,0,0,91,0,0,"no","no",0,8,1,0.888888888888889,0,2,0,1,0,2
"1219","ESMA","2019-07-01",41,"yes",1,0,1,1,0,0,497,0,4,"no","no",20,16,4,-0.1,1,2,0,0.333333333333333,12,50
"1220","EU-OSHA","2019-07-01",29,"yes",4,0,4,1,1,2,563,0,0,"no","no",9,41,13,0.507936507936508,0,8,5,0.615384615384615,0,2
"1221","EUIPO","2019-07-01",90,"yes",25,1,26,13,3,10,1421,0,2,"no","no",32,84,47,0.319018404907975,10,36,12,0.448275862068966,6,26
"1222","EUROFOUND","2019-07-01",11,"yes",2,0,2,0,1,1,445,0,0,"no","no",6,16,5,0.37037037037037,0,2,0,1,2,3
"1223","FRA","2019-07-01",35,"yes",14,0,14,4,4,6,3168,0,3,"no","no",168,118,52,-0.14792899408284,38,30,15,-0.0963855421686747,7,27
"1224","FRONTEX","2019-07-01",22,"yes",29,0,29,13,7,9,2420,0,23,"no","no",97,115,75,0.0627177700348432,60,74,47,0.0773480662983425,81,501
"1225","SRB","2019-07-01",7,"yes",3,0,3,2,0,1,520,0,5,"no","no",46,29,16,-0.186813186813187,5,1,4,-0.4,11,46
"1226","ACER","2019-08-01",4,"yes",0,0,0,0,0,0,99,0,0,"no","no",1,0,1,-0.5,0,0,0,0,0,2
"1227","BEREC OFFICE","2019-08-01",7,"yes",2,0,2,1,0,1,58,0,0,"no","no",1,3,4,0.25,0,1,1,0.5,0,2
"1228","CEDEFOP","2019-08-01",10,"yes",1,0,1,1,0,0,399,0,0,"no","no",1,12,3,0.6875,0,0,1,0,1,2
"1229","CPVO","2019-08-01",13,"yes",0,0,0,0,0,0,37,0,0,"no","no",0,2,0,1,0,2,0,1,2,2
"1230","EASA","2019-08-01",3,"yes",1,0,1,0,1,0,23747,0,2,"no","yes",27,47,19,0.21505376344086,2,6,3,0.363636363636364,21,106
"1231","EBA","2019-08-01",14,"yes",2,0,2,0,1,1,229,0,3,"no","no",14,27,12,0.245283018867925,5,19,6,0.466666666666667,19,168
"1232","ECDC","2019-08-01",8,"yes",5,1,6,4,0,2,769,0,1,"no","no",11,31,20,0.32258064516129,5,9,4,0.222222222222222,5,17
"1233","ECHA","2019-08-01",32,"yes",20,6,26,14,5,7,728,0,0,"no","no",73,115,37,0.186666666666667,23,51,21,0.294736842105263,2,24
"1234","EEA","2019-08-01",18,"yes",11,0,11,8,2,1,1499,0,5,"no","no",28,61,19,0.305555555555556,6,20,2,0.5,18,52
"1235","EFCA","2019-08-01",0,"yes",0,0,0,0,0,0,24,0,0,"no","no",2,21,0,0.826086956521739,2,7,0,0.555555555555556,0,0
"1236","EFSA","2019-08-01",33,"yes",4,0,4,4,0,0,982,0,14,"no","no",18,66,29,0.424778761061947,10,22,11,0.27906976744186,31,102
"1237","EIGE","2019-08-01",24,"yes",4,1,5,2,3,0,485,0,1,"no","no",22,28,13,0.0952380952380952,3,7,4,0.285714285714286,3,11
"1238","EIOPA","2019-08-01",2,"yes",0,0,0,0,0,0,30,0,0,"no","no",0,3,4,0.428571428571429,0,1,1,0.5,2,4
"1239","EMA","2019-08-01",10,"yes",10,1,11,6,5,0,1423,0,5,"no","no",793,509,190,-0.190348525469169,5,11,2,0.333333333333333,29,166
"1240","EMCDDA","2019-08-01",2,"yes",1,0,1,1,0,0,320,0,1,"no","no",16,25,15,0.160714285714286,5,7,9,0.0952380952380952,12,40
"1241","EMSA","2019-08-01",5,"yes",0,0,0,0,0,0,95,0,2,"yes","no",1,12,3,0.6875,0,1,2,0.333333333333333,1,2
"1242","ENISA","2019-08-01",16,"yes",1,0,1,1,0,0,879,0,0,"no","no",17,66,25,0.453703703703704,4,14,7,0.4,0,0
"1243","ERA","2019-08-01",4,"yes",1,0,1,1,0,0,102,0,0,"no","no",0,8,1,0.888888888888889,0,2,0,1,0,2
"1244","ESMA","2019-08-01",5,"yes",0,0,0,0,0,0,152,0,5,"no","no",18,13,4,-0.142857142857143,1,2,0,0.333333333333333,13,54
"1245","EU-OSHA","2019-08-01",25,"yes",3,0,3,3,0,0,698,0,0,"no","no",8,39,12,0.525423728813559,2,8,6,0.375,0,2
"1246","EUIPO","2019-08-01",70,"yes",7,0,7,3,3,1,974,0,0,"no","no",42,94,47,0.284153005464481,17,41,12,0.342857142857143,8,24
"1247","EUROFOUND","2019-08-01",7,"yes",2,0,2,1,0,1,244,0,0,"no","no",7,16,6,0.310344827586207,1,2,1,0.25,2,3
"1248","FRA","2019-08-01",23,"yes",12,0,12,6,1,5,4141,0,0,"no","no",163,118,52,-0.135135135135135,30,26,16,-0.0555555555555556,8,30
"1249","FRONTEX","2019-08-01",15,"yes",31,0,31,10,9,12,3831,0,35,"no","no",103,125,79,0.0716612377850163,69,86,53,0.0817307692307692,85,421
"1250","SRB","2019-08-01",11,"yes",7,0,7,2,2,3,1273,0,0,"no","yes",40,30,16,-0.116279069767442,2,3,2,0.142857142857143,11,43
"1251","ACER","2019-09-01",4,"yes",0,0,0,0,0,0,172,0,0,"no","no",1,0,1,-0.5,0,0,0,0,0,2
"1252","BEREC OFFICE","2019-09-01",34,"yes",0,0,0,0,0,0,65,0,0,"no","no",2,4,4,0.2,1,2,0,0.333333333333333,0,1
"1253","CEDEFOP","2019-09-01",75,"yes",4,1,5,2,3,0,1136,0,0,"no","no",1,13,3,0.705882352941177,0,1,0,1,1,2
"1254","CPVO","2019-09-01",20,"yes",0,0,0,0,0,0,82,0,0,"no","no",0,2,0,1,0,2,0,1,2,2
"1255","EASA","2019-09-01",6,"yes",3,0,3,1,1,1,777,0,3,"no","no",27,46,20,0.204301075268817,1,5,3,0.444444444444444,19,103
"1256","EBA","2019-09-01",30,"yes",5,0,5,2,0,3,637,0,12,"no","no",15,26,13,0.203703703703704,6,19,5,0.433333333333333,18,162
"1257","ECDC","2019-09-01",13,"yes",3,0,3,3,0,0,1083,0,1,"no","no",13,33,20,0.303030303030303,7,10,3,0.15,2,12
"1258","ECHA","2019-09-01",32,"yes",19,1,20,10,3,7,1159,0,0,"no","no",68,121,37,0.234513274336283,14,32,9,0.327272727272727,1,18
"1259","EEA","2019-09-01",24,"yes",16,0,16,5,7,4,2547,0,7,"no","no",27,64,20,0.333333333333333,4,23,4,0.612903225806452,16,57
"1260","EFCA","2019-09-01",3,"yes",0,0,0,0,0,0,74,0,0,"no","no",2,20,0,0.818181818181818,1,6,0,0.714285714285714,0,0
"1261","EFSA","2019-09-01",34,"yes",5,0,5,5,0,0,2836,0,6,"no","no",18,68,29,0.434782608695652,3,14,0,0.647058823529412,35,101
"1262","EIGE","2019-09-01",28,"yes",5,1,6,4,1,1,681,0,0,"no","no",20,27,16,0.111111111111111,2,8,5,0.4,3,12
"1263","EIOPA","2019-09-01",13,"yes",0,0,0,0,0,0,142,0,0,"no","no",0,3,4,0.428571428571429,0,0,0,0,0,4
"1264","EMA","2019-09-01",13,"yes",3,0,3,3,0,0,1426,0,6,"no","no",791,512,194,-0.186372745490982,4,10,7,0.285714285714286,27,154
"1265","EMCDDA","2019-09-01",4,"yes",1,0,1,0,0,1,426,0,0,"no","no",16,24,15,0.145454545454545,5,5,8,0,13,33
"1266","EMSA","2019-09-01",5,"yes",0,0,0,0,0,0,542,0,0,"no","yes",1,12,3,0.6875,0,0,1,0,3,4
"1267","ENISA","2019-09-01",54,"yes",6,0,6,5,1,0,2328,0,0,"no","no",17,64,22,0.456310679611651,3,8,6,0.294117647058824,0,0
"1268","ERA","2019-09-01",13,"yes",2,0,2,0,2,0,169,0,0,"no","no",0,9,1,0.9,0,3,0,1,0,2
"1269","ESMA","2019-09-01",28,"yes",1,0,1,0,1,0,280,0,3,"no","no",12,9,4,-0.12,0,2,0,1,14,57
"1270","EU-OSHA","2019-09-01",26,"yes",4,0,4,2,2,0,799,0,1,"no","no",7,38,10,0.563636363636364,2,9,6,0.411764705882353,0,2
"1271","EUIPO","2019-09-01",80,"yes",13,0,13,11,2,0,1400,0,3,"no","no",43,95,46,0.282608695652174,16,41,11,0.367647058823529,8,24
"1272","EUROFOUND","2019-09-01",51,"yes",1,0,1,1,0,0,577,0,0,"no","no",8,16,6,0.266666666666667,2,1,1,-0.25,1,3
"1273","FRA","2019-09-01",34,"yes",40,0,40,10,3,27,4338,0,4,"yes","no",159,111,48,-0.150943396226415,27,22,16,-0.0769230769230769,6,29
"1274","FRONTEX","2019-09-01",19,"yes",20,0,20,15,1,4,1352,0,28,"no","no",105,130,81,0.0791139240506329,67,70,55,0.015625,88,409
"1275","SRB","2019-09-01",9,"yes",2,0,2,0,1,1,470,0,1,"no","no",36,31,17,-0.0595238095238095,4,4,3,0,7,33
"1276","ACER","2019-10-01",13,"yes",0,0,0,0,0,0,196,0,0,"no","no",0,0,1,0,0,0,0,0,0,1
"1277","BEREC OFFICE","2019-10-01",71,"yes",2,0,2,2,0,0,333,0,0,"no","no",2,4,4,0.2,1,1,0,0,0,1
"1278","CEDEFOP","2019-10-01",51,"yes",4,0,4,3,1,0,2166,0,0,"no","yes",1,14,6,0.619047619047619,0,3,3,0.5,1,2
"1279","CPVO","2019-10-01",21,"yes",0,0,0,0,0,0,81,0,0,"no","no",0,2,0,1,0,2,0,1,1,2
"1280","EASA","2019-10-01",11,"yes",2,0,2,1,1,0,719,0,4,"no","no",28,45,20,0.182795698924731,1,2,2,0.2,18,102
"1281","EBA","2019-10-01",39,"yes",4,0,4,3,1,0,542,0,10,"no","no",18,27,12,0.157894736842105,5,5,2,0,25,162
"1282","ECDC","2019-10-01",20,"yes",3,2,5,5,0,0,777,0,1,"no","no",13,36,18,0.343283582089552,4,9,2,0.333333333333333,2,13
"1283","ECHA","2019-10-01",47,"yes",26,2,28,12,9,7,1054,0,0,"no","no",64,124,37,0.266666666666667,18,32,9,0.23728813559322,1,15
"1284","EEA","2019-10-01",24,"yes",22,1,23,7,7,9,2979,0,6,"no","no",30,67,23,0.308333333333333,7,18,9,0.323529411764706,16,62
"1285","EFCA","2019-10-01",9,"yes",0,0,0,0,0,0,140,0,0,"no","no",2,20,0,0.818181818181818,1,1,0,0,0,0
"1286","EFSA","2019-10-01",54,"yes",1,0,1,1,0,0,1989,0,8,"no","no",16,59,26,0.425742574257426,0,9,0,1,32,104
"1287","EIGE","2019-10-01",85,"yes",23,1,24,17,4,3,2112,0,2,"no","no",18,31,17,0.196969696969697,2,7,4,0.384615384615385,2,12
"1288","EIOPA","2019-10-01",8,"yes",0,0,0,0,0,0,168,0,0,"no","no",0,2,4,0.333333333333333,0,0,0,0,0,4
"1289","EMA","2019-10-01",25,"yes",7,0,7,2,3,2,3025,0,8,"no","no",788,507,189,-0.189353099730458,3,12,6,0.428571428571429,25,144
"1290","EMCDDA","2019-10-01",7,"yes",2,0,2,1,1,0,1155,0,1,"no","no",16,23,14,0.132075471698113,1,1,1,0,2,31
"1291","EMSA","2019-10-01",14,"yes",1,0,1,1,0,0,422,0,0,"no","yes",1,10,3,0.642857142857143,0,0,1,0,3,4
"1292","ENISA","2019-10-01",83,"yes",16,1,17,15,1,1,3633,0,0,"no","no",17,65,21,0.466019417475728,2,7,2,0.454545454545455,0,0
"1293","ERA","2019-10-01",51,"yes",3,0,3,2,1,0,524,0,0,"no","yes",0,7,3,0.7,0,2,2,0.5,0,1
"1294","ESMA","2019-10-01",43,"yes",1,0,1,1,0,0,309,0,2,"no","no",11,7,4,-0.181818181818182,0,1,1,0.5,12,56
"1295","EU-OSHA","2019-10-01",55,"yes",6,0,6,3,1,2,1667,0,0,"no","no",3,37,11,0.666666666666667,2,6,3,0.363636363636364,1,1
"1296","EUIPO","2019-10-01",87,"yes",9,0,9,5,1,3,1576,0,2,"no","no",41,97,44,0.307692307692308,11,27,8,0.347826086956522,5,25
"1297","EUROFOUND","2019-10-01",59,"yes",2,0,2,0,0,2,794,0,0,"no","no",6,16,6,0.357142857142857,2,2,1,0,0,3
"1298","FRA","2019-10-01",44,"yes",116,0,116,44,10,62,10255,0,2,"no","yes",159,99,45,-0.198019801980198,38,20,8,-0.272727272727273,7,31
"1299","FRONTEX","2019-10-01",36,"yes",37,1,38,14,9,15,4166,0,25,"no","no",102,143,79,0.126543209876543,25,38,17,0.1625,86,346
"1300","SRB","2019-10-01",69,"yes",11,0,11,7,1,3,812,0,1,"no","no",28,25,18,-0.0422535211267606,5,4,3,-0.0833333333333333,6,30
"1301","ACER","2019-11-01",25,"yes",1,0,1,1,0,0,266,0,0,"no","no",0,0,1,0,0,0,0,0,0,1
"1302","BEREC OFFICE","2019-11-01",11,"yes",0,0,0,0,0,0,104,0,1,"no","no",2,5,2,0.333333333333333,1,3,0,0.5,0,1
"1303","CEDEFOP","2019-11-01",20,"yes",0,0,0,0,0,0,1025,0,0,"no","no",1,17,7,0.64,0,6,4,0.6,0,2
"1304","CPVO","2019-11-01",28,"yes",1,0,1,1,0,0,65,0,0,"no","no",0,2,0,1,0,0,0,0,0,2
"1305","EASA","2019-11-01",16,"yes",5,1,6,4,2,0,1289,0,7,"no","no",28,42,20,0.155555555555556,1,2,3,0.166666666666667,9,102
"1306","EBA","2019-11-01",64,"yes",5,2,7,2,4,1,690,0,8,"no","no",18,28,13,0.169491525423729,4,5,2,0.0909090909090909,25,159
"1307","ECDC","2019-11-01",17,"yes",2,2,4,2,1,1,2053,0,2,"no","no",13,40,18,0.380281690140845,2,12,0,0.714285714285714,3,14
"1308","ECHA","2019-11-01",56,"yes",33,6,39,14,11,14,1318,0,0,"no","no",71,135,45,0.254980079681275,21,36,17,0.202702702702703,0,14
"1309","EEA","2019-11-01",37,"yes",7,1,8,4,3,1,2887,0,6,"no","no",36,67,27,0.238461538461538,14,20,16,0.12,18,66
"1310","EFCA","2019-11-01",13,"yes",2,0,2,2,0,0,173,0,0,"no","no",2,17,0,0.789473684210526,0,0,0,0,0,0
"1311","EFSA","2019-11-01",50,"yes",12,1,13,7,3,3,1864,0,9,"no","no",15,58,25,0.438775510204082,0,10,0,1,28,104
"1312","EIGE","2019-11-01",47,"yes",9,0,9,4,0,5,1485,0,5,"yes","no",20,41,19,0.2625,4,23,8,0.542857142857143,3,12
"1313","EIOPA","2019-11-01",28,"yes",0,0,0,0,0,0,235,0,0,"no","yes",0,2,4,0.333333333333333,0,0,0,0,0,4
"1314","EMA","2019-11-01",25,"yes",15,0,15,9,1,5,3745,0,7,"no","no",788,509,192,-0.187374076561451,2,11,8,0.428571428571429,19,140
"1315","EMCDDA","2019-11-01",39,"yes",14,0,14,10,3,1,1704,0,8,"yes","no",10,22,14,0.260869565217391,1,2,1,0.25,2,29
"1316","EMSA","2019-11-01",13,"yes",0,0,0,0,0,0,214,0,0,"no","no",1,10,2,0.692307692307692,0,1,0,1,2,4
