"","agencyname","month","count"
"1205","ENISA",2019-11-01,1640
"1206","ENISA",2019-12-01,981
"1207","ENISA",2020-01-01,1516
"1208","ENISA",2020-02-01,1310
"1209","ENISA",2020-03-01,1641
"1210","ENISA",2020-04-01,1719
"1211","ENISA",2020-05-01,1018
"1212","ENISA",2020-06-01,1564
"1213","ENISA",2020-07-01,1901
"1214","ENISA",2020-08-01,570
"1215","ENISA",2020-09-01,1805
"1216","ENISA",2020-10-01,3134
"1217","ENISA",2020-11-01,1641
"1218","ENISA",2020-12-01,1849
"1219","ENISA",2021-01-01,1379
"1220","ENISA",2021-02-01,1888
"1221","ENISA",2021-03-01,1716
"1222","ENISA",2021-04-01,1011
"1223","ENISA",2021-05-01,1424
"1224","ENISA",2021-06-01,1359
"1225","ERA",2015-07-01,38
"1226","ERA",2015-08-01,19
"1227","ERA",2015-09-01,175
"1228","ERA",2015-10-01,11
"1229","ERA",2015-11-01,246
"1230","ERA",2015-12-01,45
"1231","ERA",2016-01-01,33
"1232","ERA",2016-02-01,101
"1233","ERA",2016-03-01,105
"1234","ERA",2016-04-01,74
"1235","ERA",2016-05-01,226
"1236","ERA",2016-06-01,211
"1237","ERA",2016-07-01,168
"1238","ERA",2016-08-01,1
"1239","ERA",2016-09-01,263
"1240","ERA",2016-10-01,69
"1241","ERA",2016-11-01,120
"1242","ERA",2016-12-01,86
"1243","ERA",2017-01-01,47
"1244","ERA",2017-02-01,145
"1245","ERA",2017-03-01,249
"1246","ERA",2017-04-01,119
"1247","ERA",2017-05-01,165
"1248","ERA",2017-06-01,258
"1249","ERA",2017-07-01,103
"1250","ERA",2017-08-01,35
"1251","ERA",2017-09-01,32
"1252","ERA",2017-10-01,71
"1253","ERA",2017-11-01,247
"1254","ERA",2017-12-01,146
"1255","ERA",2018-01-01,50
"1256","ERA",2018-02-01,110
"1257","ERA",2018-03-01,85
"1258","ERA",2018-04-01,285
"1259","ERA",2018-05-01,148
"1260","ERA",2018-06-01,156
"1261","ERA",2018-07-01,137
"1262","ERA",2018-08-01,24
"1263","ERA",2018-09-01,281
"1264","ERA",2018-10-01,143
"1265","ERA",2018-11-01,167
"1266","ERA",2018-12-01,154
"1267","ERA",2019-01-01,194
"1268","ERA",2019-02-01,118
"1269","ERA",2019-03-01,294
"1270","ERA",2019-04-01,89
"1271","ERA",2019-05-01,131
"1272","ERA",2019-06-01,249
"1273","ERA",2019-07-01,91
"1274","ERA",2019-08-01,102
"1275","ERA",2019-09-01,169
"1276","ERA",2019-10-01,524
"1277","ERA",2019-11-01,138
"1278","ERA",2019-12-01,92
"1279","ERA",2020-01-01,54
"1280","ERA",2020-02-01,164
"1281","ERA",2020-03-01,233
"1282","ERA",2020-04-01,172
"1283","ERA",2020-05-01,170
"1284","ERA",2020-06-01,247
"1285","ERA",2020-07-01,244
"1286","ERA",2020-08-01,39
"1287","ERA",2020-09-01,102
"1288","ERA",2020-10-01,150
"1289","ERA",2020-11-01,193
"1290","ERA",2020-12-01,167
"1291","ERA",2021-01-01,188
"1292","ERA",2021-02-01,153
"1293","ERA",2021-03-01,388
"1294","ERA",2021-04-01,281
"1295","ERA",2021-05-01,305
"1296","ERA",2021-06-01,347
"1297","ESMA",2015-07-01,448
"1298","ESMA",2015-08-01,263
"1299","ESMA",2015-09-01,561
"1300","ESMA",2015-10-01,615
"1301","ESMA",2015-11-01,721
"1302","ESMA",2015-12-01,536
"1303","ESMA",2016-01-01,1281
"1304","ESMA",2016-02-01,1934
"1305","ESMA",2016-03-01,962
"1306","ESMA",2016-04-01,1498
"1307","ESMA",2016-05-01,1163
"1308","ESMA",2016-06-01,972
"1309","ESMA",2016-07-01,991
"1310","ESMA",2016-08-01,774
"1311","ESMA",2016-09-01,736
"1312","ESMA",2016-10-01,819
"1313","ESMA",2016-11-01,547
"1314","ESMA",2016-12-01,684
"1315","ESMA",2017-01-01,941
"1316","ESMA",2017-02-01,824
"1317","ESMA",2017-03-01,666
"1318","ESMA",2017-04-01,684
"1319","ESMA",2017-05-01,610
"1320","ESMA",2017-06-01,833
"1321","ESMA",2017-07-01,682
"1322","ESMA",2017-08-01,226
"1323","ESMA",2017-09-01,731
"1324","ESMA",2017-10-01,798
"1325","ESMA",2017-11-01,857
"1326","ESMA",2017-12-01,1155
"1327","ESMA",2018-01-01,1051
"1328","ESMA",2018-02-01,1195
"1329","ESMA",2018-03-01,1023
"1330","ESMA",2018-04-01,621
"1331","ESMA",2018-05-01,379
"1332","ESMA",2018-06-01,723
"1333","ESMA",2018-07-01,568
"1334","ESMA",2018-08-01,325
"1335","ESMA",2018-09-01,331
"1336","ESMA",2018-10-01,1302
"1337","ESMA",2018-11-01,582
"1338","ESMA",2018-12-01,406
"1339","ESMA",2019-01-01,1062
"1340","ESMA",2019-02-01,857
"1341","ESMA",2019-03-01,756
"1342","ESMA",2019-04-01,384
"1343","ESMA",2019-05-01,402
"1344","ESMA",2019-06-01,595
"1345","ESMA",2019-07-01,497
"1346","ESMA",2019-08-01,152
"1347","ESMA",2019-09-01,280
"1348","ESMA",2019-10-01,309
"1349","ESMA",2019-11-01,344
"1350","ESMA",2019-12-01,458
"1351","ESMA",2020-01-01,392
"1352","ESMA",2020-02-01,504
"1353","ESMA",2020-03-01,672
"1354","ESMA",2020-04-01,438
"1355","ESMA",2020-05-01,393
"1356","ESMA",2020-06-01,835
"1357","ESMA",2020-07-01,1296
"1358","ESMA",2020-08-01,451
"1359","ESMA",2020-09-01,869
"1360","ESMA",2020-10-01,654
"1361","ESMA",2020-11-01,965
"1362","ESMA",2020-12-01,672
"1363","ESMA",2021-01-01,16619
"1364","ESMA",2021-02-01,1997
"1365","ESMA",2021-03-01,2241
"1366","ESMA",2021-04-01,799
"1367","ESMA",2021-05-01,607
"1368","ESMA",2021-06-01,655
"1369","EU-OSHA",2015-07-01,483
"1370","EU-OSHA",2015-08-01,876
"1371","EU-OSHA",2015-09-01,865
"1372","EU-OSHA",2015-10-01,1344
"1373","EU-OSHA",2015-11-01,1254
"1374","EU-OSHA",2015-12-01,386
"1375","EU-OSHA",2016-01-01,491
"1376","EU-OSHA",2016-02-01,469
"1377","EU-OSHA",2016-03-01,718
"1378","EU-OSHA",2016-04-01,1203
"1379","EU-OSHA",2016-05-01,1013
"1380","EU-OSHA",2016-06-01,715
"1381","EU-OSHA",2016-07-01,600
"1382","EU-OSHA",2016-08-01,482
"1383","EU-OSHA",2016-09-01,648
"1384","EU-OSHA",2016-10-01,1379
"1385","EU-OSHA",2016-11-01,715
"1386","EU-OSHA",2016-12-01,537
"1387","EU-OSHA",2017-01-01,589
"1388","EU-OSHA",2017-02-01,550
"1389","EU-OSHA",2017-03-01,1132
"1390","EU-OSHA",2017-04-01,852
"1391","EU-OSHA",2017-05-01,893
"1392","EU-OSHA",2017-06-01,755
"1393","EU-OSHA",2017-07-01,785
"1394","EU-OSHA",2017-08-01,599
"1395","EU-OSHA",2017-09-01,1434
"1396","EU-OSHA",2017-10-01,1557
"1397","EU-OSHA",2017-11-01,1694
"1398","EU-OSHA",2017-12-01,442
"1399","EU-OSHA",2018-01-01,768
"1400","EU-OSHA",2018-02-01,825
"1401","EU-OSHA",2018-03-01,774
"1402","EU-OSHA",2018-04-01,1213
"1403","EU-OSHA",2018-05-01,1227
"1404","EU-OSHA",2018-06-01,1060
"1405","EU-OSHA",2018-07-01,884
"1406","EU-OSHA",2018-08-01,615
"1407","EU-OSHA",2018-09-01,834
"1408","EU-OSHA",2018-10-01,1442
"1409","EU-OSHA",2018-11-01,1149
"1410","EU-OSHA",2018-12-01,631
"1411","EU-OSHA",2019-01-01,623
"1412","EU-OSHA",2019-02-01,711
"1413","EU-OSHA",2019-03-01,892
"1414","EU-OSHA",2019-04-01,740
"1415","EU-OSHA",2019-05-01,894
"1416","EU-OSHA",2019-06-01,802
"1417","EU-OSHA",2019-07-01,563
"1418","EU-OSHA",2019-08-01,698
"1419","EU-OSHA",2019-09-01,799
"1420","EU-OSHA",2019-10-01,1667
"1421","EU-OSHA",2019-11-01,1443
"1422","EU-OSHA",2019-12-01,450
"1423","EU-OSHA",2020-01-01,472
"1424","EU-OSHA",2020-02-01,397
"1425","EU-OSHA",2020-03-01,598
"1426","EU-OSHA",2020-04-01,1995
"1427","EU-OSHA",2020-05-01,856
"1428","EU-OSHA",2020-06-01,505
"1429","EU-OSHA",2020-07-01,401
"1430","EU-OSHA",2020-08-01,479
"1431","EU-OSHA",2020-09-01,570
"1432","EU-OSHA",2020-10-01,1726
"1433","EU-OSHA",2020-11-01,876
"1434","EU-OSHA",2020-12-01,641
"1435","EU-OSHA",2021-01-01,635
"1436","EU-OSHA",2021-02-01,767
"1437","EU-OSHA",2021-03-01,1685
"1438","EU-OSHA",2021-04-01,838
"1439","EU-OSHA",2021-05-01,696
"1440","EU-OSHA",2021-06-01,617
"1441","EUIPO",2015-07-01,0
"1442","EUIPO",2015-08-01,0
"1443","EUIPO",2015-09-01,0
"1444","EUIPO",2015-10-01,0
"1445","EUIPO",2015-11-01,0
"1446","EUIPO",2015-12-01,0
"1447","EUIPO",2016-01-01,0
"1448","EUIPO",2016-02-01,0
"1449","EUIPO",2016-03-01,414
"1450","EUIPO",2016-04-01,1260
"1451","EUIPO",2016-05-01,853
"1452","EUIPO",2016-06-01,908
"1453","EUIPO",2016-07-01,968
"1454","EUIPO",2016-08-01,244
"1455","EUIPO",2016-09-01,645
"1456","EUIPO",2016-10-01,800
"1457","EUIPO",2016-11-01,798
"1458","EUIPO",2016-12-01,1052
"1459","EUIPO",2017-01-01,597
"1460","EUIPO",2017-02-01,639
"1461","EUIPO",2017-03-01,1072
"1462","EUIPO",2017-04-01,572
"1463","EUIPO",2017-05-01,946
"1464","EUIPO",2017-06-01,1276
"1465","EUIPO",2017-07-01,1035
"1466","EUIPO",2017-08-01,899
"1467","EUIPO",2017-09-01,1067
"1468","EUIPO",2017-10-01,1204
"1469","EUIPO",2017-11-01,1557
"1470","EUIPO",2017-12-01,1084
"1471","EUIPO",2018-01-01,1157
"1472","EUIPO",2018-02-01,954
"1473","EUIPO",2018-03-01,1212
"1474","EUIPO",2018-04-01,1373
"1475","EUIPO",2018-05-01,1451
"1476","EUIPO",2018-06-01,1778
"1477","EUIPO",2018-07-01,1141
"1478","EUIPO",2018-08-01,971
"1479","EUIPO",2018-09-01,1068
"1480","EUIPO",2018-10-01,1289
"1481","EUIPO",2018-11-01,1028
"1482","EUIPO",2018-12-01,662
"1483","EUIPO",2019-01-01,1124
"1484","EUIPO",2019-02-01,1079
"1485","EUIPO",2019-03-01,1654
"1486","EUIPO",2019-04-01,1507
"1487","EUIPO",2019-05-01,1694
"1488","EUIPO",2019-06-01,2135
"1489","EUIPO",2019-07-01,1421
"1490","EUIPO",2019-08-01,974
"1491","EUIPO",2019-09-01,1400
"1492","EUIPO",2019-10-01,1576
"1493","EUIPO",2019-11-01,1395
"1494","EUIPO",2019-12-01,840
"1495","EUIPO",2020-01-01,1093
"1496","EUIPO",2020-02-01,991
"1497","EUIPO",2020-03-01,2142
"1498","EUIPO",2020-04-01,1244
"1499","EUIPO",2020-05-01,1025
"1500","EUIPO",2020-06-01,1172
"1501","EUIPO",2020-07-01,951
"1502","EUIPO",2020-08-01,755
"1503","EUIPO",2020-09-01,1217
"1504","EUIPO",2020-10-01,1045
"1505","EUIPO",2020-11-01,1127
"1506","EUIPO",2020-12-01,875
"1507","EUIPO",2021-01-01,1334
"1508","EUIPO",2021-02-01,1578
"1509","EUIPO",2021-03-01,1043
"1510","EUIPO",2021-04-01,1244
"1511","EUIPO",2021-05-01,917
"1512","EUIPO",2021-06-01,1087
"1513","EUROFOUND",2015-07-01,400
"1514","EUROFOUND",2015-08-01,148
"1515","EUROFOUND",2015-09-01,464
"1516","EUROFOUND",2015-10-01,270
"1517","EUROFOUND",2015-11-01,865
"1518","EUROFOUND",2015-12-01,407
"1519","EUROFOUND",2016-01-01,243
"1520","EUROFOUND",2016-02-01,491
"1521","EUROFOUND",2016-03-01,324
"1522","EUROFOUND",2016-04-01,293
"1523","EUROFOUND",2016-05-01,342
"1524","EUROFOUND",2016-06-01,430
"1525","EUROFOUND",2016-07-01,264
"1526","EUROFOUND",2016-08-01,240
"1527","EUROFOUND",2016-09-01,369
"1528","EUROFOUND",2016-10-01,586
"1529","EUROFOUND",2016-11-01,861
"1530","EUROFOUND",2016-12-01,342
"1531","EUROFOUND",2017-01-01,282
"1532","EUROFOUND",2017-02-01,598
"1533","EUROFOUND",2017-03-01,421
"1534","EUROFOUND",2017-04-01,290
"1535","EUROFOUND",2017-05-01,423
"1536","EUROFOUND",2017-06-01,607
"1537","EUROFOUND",2017-07-01,262
"1538","EUROFOUND",2017-08-01,298
"1539","EUROFOUND",2017-09-01,548
"1540","EUROFOUND",2017-10-01,476
"1541","EUROFOUND",2017-11-01,1153
"1542","EUROFOUND",2017-12-01,833
"1543","EUROFOUND",2018-01-01,454
"1544","EUROFOUND",2018-02-01,450
"1545","EUROFOUND",2018-03-01,719
"1546","EUROFOUND",2018-04-01,639
"1547","EUROFOUND",2018-05-01,410
"1548","EUROFOUND",2018-06-01,704
"1549","EUROFOUND",2018-07-01,398
"1550","EUROFOUND",2018-08-01,267
"1551","EUROFOUND",2018-09-01,717
"1552","EUROFOUND",2018-10-01,995
"1553","EUROFOUND",2018-11-01,640
"1554","EUROFOUND",2018-12-01,551
"1555","EUROFOUND",2019-01-01,335
"1556","EUROFOUND",2019-02-01,708
"1557","EUROFOUND",2019-03-01,481
"1558","EUROFOUND",2019-04-01,502
"1559","EUROFOUND",2019-05-01,918
"1560","EUROFOUND",2019-06-01,463
"1561","EUROFOUND",2019-07-01,445
"1562","EUROFOUND",2019-08-01,244
"1563","EUROFOUND",2019-09-01,577
"1564","EUROFOUND",2019-10-01,794
"1565","EUROFOUND",2019-11-01,608
"1566","EUROFOUND",2019-12-01,480
"1567","EUROFOUND",2020-01-01,480
"1568","EUROFOUND",2020-02-01,427
"1569","EUROFOUND",2020-03-01,662
"1570","EUROFOUND",2020-04-01,1084
"1571","EUROFOUND",2020-05-01,1524
"1572","EUROFOUND",2020-06-01,747
"1573","EUROFOUND",2020-07-01,639
"1574","EUROFOUND",2020-08-01,184
"1575","EUROFOUND",2020-09-01,620
"1576","EUROFOUND",2020-10-01,1064
"1577","EUROFOUND",2020-11-01,400
"1578","EUROFOUND",2020-12-01,400
"1579","EUROFOUND",2021-01-01,210
"1580","EUROFOUND",2021-02-01,684
"1581","EUROFOUND",2021-03-01,730
"1582","EUROFOUND",2021-04-01,1236
"1583","EUROFOUND",2021-05-01,769
"1584","EUROFOUND",2021-06-01,394
"1585","FRA",2015-07-01,352
"1586","FRA",2015-08-01,704
"1587","FRA",2015-09-01,1332
"1588","FRA",2015-10-01,1166
"1589","FRA",2015-11-01,1205
"1590","FRA",2015-12-01,1438
"1591","FRA",2016-01-01,1520
"1592","FRA",2016-02-01,1292
"1593","FRA",2016-03-01,1203
"1594","FRA",2016-04-01,1451
"1595","FRA",2016-05-01,1151
"1596","FRA",2016-06-01,2106
"1597","FRA",2016-07-01,918
"1598","FRA",2016-08-01,1576
"1599","FRA",2016-09-01,1716
"1600","FRA",2016-10-01,2254
"1601","FRA",2016-11-01,3004
"1602","FRA",2016-12-01,2341
"1603","FRA",2017-01-01,1150
"1604","FRA",2017-02-01,2453
"1605","FRA",2017-03-01,3005
"1606","FRA",2017-04-01,2307
"1607","FRA",2017-05-01,1995
"1608","FRA",2017-06-01,2690
"1609","FRA",2017-07-01,1566
"1610","FRA",2017-08-01,1162
"1611","FRA",2017-09-01,4233
"1612","FRA",2017-10-01,3011
"1613","FRA",2017-11-01,4968
"1614","FRA",2017-12-01,6874
"1615","FRA",2018-01-01,6019
"1616","FRA",2018-02-01,4736
"1617","FRA",2018-03-01,7210
"1618","FRA",2018-04-01,6324
"1619","FRA",2018-05-01,6182
"1620","FRA",2018-06-01,6710
"1621","FRA",2018-07-01,4602
"1622","FRA",2018-08-01,5106
"1623","FRA",2018-09-01,5584
"1624","FRA",2018-10-01,3852
"1625","FRA",2018-11-01,3956
"1626","FRA",2018-12-01,5526
"1627","FRA",2019-01-01,3772
"1628","FRA",2019-02-01,4106
"1629","FRA",2019-03-01,3594
"1630","FRA",2019-04-01,5312
"1631","FRA",2019-05-01,9068
"1632","FRA",2019-06-01,4242
"1633","FRA",2019-07-01,3168
"1634","FRA",2019-08-01,4141
"1635","FRA",2019-09-01,4338
"1636","FRA",2019-10-01,10255
"1637","FRA",2019-11-01,9321
"1638","FRA",2019-12-01,4363
"1639","FRA",2020-01-01,4633
"1640","FRA",2020-02-01,5547
"1641","FRA",2020-03-01,6509
"1642","FRA",2020-04-01,5220
"1643","FRA",2020-05-01,8386
"1644","FRA",2020-06-01,7724
"1645","FRA",2020-07-01,7618
"1646","FRA",2020-08-01,5056
"1647","FRA",2020-09-01,13522
"1648","FRA",2020-10-01,12766
"1649","FRA",2020-11-01,9643
"1650","FRA",2020-12-01,11248
"1651","FRA",2021-01-01,29721
"1652","FRA",2021-02-01,25664
"1653","FRA",2021-03-01,15947
"1654","FRA",2021-04-01,8927
"1655","FRA",2021-05-01,18461
"1656","FRA",2021-06-01,7459
"1657","FRONTEX",2015-07-01,27
"1658","FRONTEX",2015-08-01,15
"1659","FRONTEX",2015-09-01,34
"1660","FRONTEX",2015-10-01,77
"1661","FRONTEX",2015-11-01,379
"1662","FRONTEX",2015-12-01,1951
"1663","FRONTEX",2016-01-01,1254
"1664","FRONTEX",2016-02-01,1198
"1665","FRONTEX",2016-03-01,1742
"1666","FRONTEX",2016-04-01,2095
"1667","FRONTEX",2016-05-01,2022
"1668","FRONTEX",2016-06-01,836
"1669","FRONTEX",2016-07-01,803
"1670","FRONTEX",2016-08-01,1206
"1671","FRONTEX",2016-09-01,1004
"1672","FRONTEX",2016-10-01,2179
"1673","FRONTEX",2016-11-01,606
"1674","FRONTEX",2016-12-01,1952
"1675","FRONTEX",2017-01-01,2283
"1676","FRONTEX",2017-02-01,1863
"1677","FRONTEX",2017-03-01,1781
"1678","FRONTEX",2017-04-01,3544
"1679","FRONTEX",2017-05-01,3464
"1680","FRONTEX",2017-06-01,1663
"1681","FRONTEX",2017-07-01,1432
"1682","FRONTEX",2017-08-01,1612
"1683","FRONTEX",2017-09-01,1067
"1684","FRONTEX",2017-10-01,1002
"1685","FRONTEX",2017-11-01,2121
"1686","FRONTEX",2017-12-01,2197
"1687","FRONTEX",2018-01-01,5628
"1688","FRONTEX",2018-02-01,4594
"1689","FRONTEX",2018-03-01,978
"1690","FRONTEX",2018-04-01,823
"1691","FRONTEX",2018-05-01,2065
"1692","FRONTEX",2018-06-01,2055
"1693","FRONTEX",2018-07-01,1846
"1694","FRONTEX",2018-08-01,1654
"1695","FRONTEX",2018-09-01,1885
"1696","FRONTEX",2018-10-01,2695
"1697","FRONTEX",2018-11-01,2145
"1698","FRONTEX",2018-12-01,999
"1699","FRONTEX",2019-01-01,1006
"1700","FRONTEX",2019-02-01,1472
"1701","FRONTEX",2019-03-01,1099
"1702","FRONTEX",2019-04-01,1954
"1703","FRONTEX",2019-05-01,2040
"1704","FRONTEX",2019-06-01,7704
"1705","FRONTEX",2019-07-01,2420
"1706","FRONTEX",2019-08-01,3831
"1707","FRONTEX",2019-09-01,1352
"1708","FRONTEX",2019-10-01,4166
"1709","FRONTEX",2019-11-01,2131
"1710","FRONTEX",2019-12-01,1232
"1711","FRONTEX",2020-01-01,1154
"1712","FRONTEX",2020-02-01,6685
"1713","FRONTEX",2020-03-01,13592
"1714","FRONTEX",2020-04-01,9365
"1715","FRONTEX",2020-05-01,1823
"1716","FRONTEX",2020-06-01,4631
"1717","FRONTEX",2020-07-01,2474
"1718","FRONTEX",2020-08-01,2122
"1719","FRONTEX",2020-09-01,2169
"1720","FRONTEX",2020-10-01,5510
"1721","FRONTEX",2020-11-01,7693
"1722","FRONTEX",2020-12-01,9161
"1723","FRONTEX",2021-01-01,14091
"1724","FRONTEX",2021-02-01,6561
"1725","FRONTEX",2021-03-01,3878
"1726","FRONTEX",2021-04-01,8122
"1727","FRONTEX",2021-05-01,8468
"1728","FRONTEX",2021-06-01,9063
"1729","SRB",2015-07-01,10
"1730","SRB",2015-08-01,1
"1731","SRB",2015-09-01,14
"1732","SRB",2015-10-01,30
"1733","SRB",2015-11-01,114
"1734","SRB",2015-12-01,139
"1735","SRB",2016-01-01,121
"1736","SRB",2016-02-01,64
"1737","SRB",2016-03-01,15
"1738","SRB",2016-04-01,121
"1739","SRB",2016-05-01,35
"1740","SRB",2016-06-01,8
"1741","SRB",2016-07-01,44
"1742","SRB",2016-08-01,27
"1743","SRB",2016-09-01,33
"1744","SRB",2016-10-01,23
"1745","SRB",2016-11-01,31
"1746","SRB",2016-12-01,52
"1747","SRB",2017-01-01,60
"1748","SRB",2017-02-01,35
"1749","SRB",2017-03-01,19
"1750","SRB",2017-04-01,12
"1751","SRB",2017-05-01,7
"1752","SRB",2017-06-01,631
"1753","SRB",2017-07-01,730
"1754","SRB",2017-08-01,294
"1755","SRB",2017-09-01,219
"1756","SRB",2017-10-01,86
"1757","SRB",2017-11-01,55
"1758","SRB",2017-12-01,159
"1759","SRB",2018-01-01,135
"1760","SRB",2018-02-01,391
"1761","SRB",2018-03-01,1028
"1762","SRB",2018-04-01,1377
"1763","SRB",2018-05-01,519
"1764","SRB",2018-06-01,398
"1765","SRB",2018-07-01,305
"1766","SRB",2018-08-01,476
"1767","SRB",2018-09-01,993
"1768","SRB",2018-10-01,1525
"1769","SRB",2018-11-01,2003
"1770","SRB",2018-12-01,1288
"1771","SRB",2019-01-01,1430
"1772","SRB",2019-02-01,669
"1773","SRB",2019-03-01,1484
"1774","SRB",2019-04-01,1122
"1775","SRB",2019-05-01,360
"1776","SRB",2019-06-01,550
"1777","SRB",2019-07-01,520
"1778","SRB",2019-08-01,1273
"1779","SRB",2019-09-01,470
"1780","SRB",2019-10-01,812
"1781","SRB",2019-11-01,834
"1782","SRB",2019-12-01,2271
"1783","SRB",2020-01-01,1257
"1784","SRB",2020-02-01,2118
"1785","SRB",2020-03-01,1230
"1786","SRB",2020-04-01,685
"1787","SRB",2020-05-01,583
"1788","SRB",2020-06-01,2521
"1789","SRB",2020-07-01,1190
"1790","SRB",2020-08-01,556
"1791","SRB",2020-09-01,416
"1792","SRB",2020-10-01,656
"1793","SRB",2020-11-01,387
"1794","SRB",2020-12-01,273
"1795","SRB",2021-01-01,486
"1796","SRB",2021-02-01,399
"1797","SRB",2021-03-01,342
"1798","SRB",2021-04-01,249
"1799","SRB",2021-05-01,583
"1800","SRB",2021-06-01,654
